Data,Open,High,Low,Close,ProximoClose,VariacaoReal(%),PredicaoModelo(%),ErroAbsoluto(%),AcertoDirecao,SMA20,SMA50,SMA200,RSI14,MACD,BBPosition,StochK,CCI20
2025-09-17 12:30:00,1.18339,1.18398,1.18337,1.1839,1.18431,0.03463130331953894,-0.011640698,0.046272001037205565,0,1.1840734999999998,1.18488,1.18118905,44.25925925925897,-0.0003473515315970399,0.3945100004992996,40.74071559214478,-39.129512905005505
2025-09-17 12:45:00,1.1839,1.18446,1.1838,1.18431,1.18455,0.020264964409657773,-0.015800655,0.03606561929781085,0,1.1840879999999998,1.1848308,1.18123435,49.5575221238929,-0.00028969575664761216,0.6339634743312111,66.04934194484659,12.82131990347698
2025-09-17 13:00:00,1.18431,1.18481,1.1842,1.18455,1.18474,0.016039846355148577,-0.014499917,0.030539763050206923,0,1.1841139999999999,1.1848038,1.18127875,50.43478260869462,-0.00022207717790756476,0.7555117684038846,80.86414761472116,55.09660375669857
2025-09-17 13:15:00,1.18455,1.18487,1.1843,1.18474,1.18504,0.02532201158061592,-0.007865619,0.03318763049498169,0,1.1841270000000002,1.1847828,1.1813232,51.85810810810705,-0.0001514121697452353,0.8467052661463607,92.02448342055104,70.53626889364044
2025-09-17 13:30:00,1.18474,1.1851,1.18458,1.18504,1.18496,-0.0067508269763113474,0.0030974925,0.009848319479313633,0,1.184155,1.1847682,1.1813706499999999,65.18375241779401,-7.039072836723115e-05,0.9594756317329465,96.70324356964908,103.24392833897478
2025-09-17 13:45:00,1.18504,1.18525,1.18453,1.18496,1.18515,0.016034296516330718,0.006566713,0.009467583417894124,1,1.184163,1.1847558,1.1814151000000002,62.549800796811404,-1.2491983944151741e-05,0.9033602696414317,84.81670952005139,98.00447543659122
2025-09-17 14:00:00,1.18496,1.1854,1.18456,1.18515,1.18547,0.027000801586305363,-0.005318105,0.03231890680710004,0,1.1841944999999998,1.18475,1.18145795,59.91471215351569,4.816933415274782e-05,0.945479916333542,87.86403501745438,106.15415564118312
2025-09-17 14:15:00,1.18515,1.18588,1.18509,1.18547,1.18501,-0.03880317511199161,-0.011259209,0.02754396574733898,1,1.18425,1.1847482,1.18150375,71.46118721461063,0.0001206741351216234,1.00245434375587,83.6653053126266,144.2729425781043
2025-09-17 14:30:00,1.18548,1.1856,1.18498,1.18501,1.18491,-0.00843874735234209,0.0036032782,0.012042025545964917,0,1.1842755,1.1847382,1.1815455,61.31221719456752,0.00013940953035218584,0.7922055029099767,65.33861938699849,103.29580500129208
2025-09-17 14:45:00,1.18501,1.18515,1.18471,1.18491,1.18502,0.009283405490716976,0.0034251153,0.005858290236940664,1,1.1842949999999999,1.1847282,1.18158545,63.91509433962063,0.00014452233823547544,0.7393762106879926,61.35455722925478,68.86460739160837
2025-09-17 15:00:00,1.18491,1.18522,1.18437,1.18502,1.18498,-0.0033754704561982083,-0.011004616,0.007629145118876942,1,1.1843724999999998,1.1847215999999998,1.1816292,59.736842105261466,0.0001556560499589299,0.7565691946582405,65.7370256027755,59.421306034673506
2025-09-17 15:15:00,1.18502,1.18519,1.18477,1.18498,1.18465,-0.027848571283898588,-0.0013029412,0.026545630047253604,1,1.1844365,1.1847109999999998,1.18167385,66.1807580174896,0.00015941430216437347,0.7177497091539802,64.14340073967627,66.78275120353044
2025-09-17 15:30:00,1.18498,1.18502,1.18451,1.18465,1.18442,-0.019415017093652343,-0.0006774519,0.01873756519484282,1,1.184458,1.1846918,1.1817145500000001,65.04297994269146,0.0001342173282266046,0.5769783693175873,50.99599561912293,33.852213990799946
2025-09-17 15:45:00,1.18465,1.18486,1.18432,1.18442,1.18448,0.005065770588131658,0.00059878326,0.004466987332576922,1,1.1844994999999998,1.1846698,1.1817574499999999,64.67236467236445,9.459898878017015e-05,0.46628090183526466,41.8326526563133,6.332555090035708
2025-09-17 16:00:00,1.18442,1.18457,1.1842,1.18448,1.18546,0.08273672835336864,-0.004209264,0.08694599253492295,0,1.184523,1.1846494,1.1818027,59.477124183006055,6.726725287453661e-05,0.481406105291449,32.69229197485901,-12.238518075121048
2025-09-17 16:15:00,1.18448,1.18551,1.18446,1.18546,1.18517,-0.024463077623867648,-0.00059205835,0.023871019274001228,1,1.1846095,1.1846552,1.181853,65.84022038567365,0.0001232635594683451,0.8649230894223907,74.99995535716613,75.2460971078647
2025-09-17 16:30:00,1.18546,1.18559,1.18514,1.18517,1.18528,0.009281368917525118,-0.0009204286,0.010201797520947015,0,1.1846539999999999,1.1846546,1.18190195,58.42391304347885,0.00014259669358618332,0.7186047412630251,57.73806087020572,84.03227603328071
2025-09-17 16:45:00,1.18517,1.18544,1.18498,1.18528,1.185,-0.023623110151174066,-0.0011612831,0.02246182703624904,1,1.1847245,1.184654,1.1819496500000002,57.49999999999969,0.00016489363121596767,0.7412871702547973,64.28567602042433,65.58012599791545
2025-09-17 17:00:00,1.18528,1.18528,1.1848,1.185,1.18505,0.004219409282690588,0.0052099684,0.0009905591426429116,1,1.1847945,1.1846468,1.18199485,49.441340782122296,0.00015814742985797992,0.6000733363420582,47.6190192743977,32.6122020000322
2025-09-17 17:15:00,1.185,1.18506,1.18464,1.18505,1.18505,0.0,-0.0071051326,0.007105132564902306,0,1.1848775,1.1846405999999998,1.18203775,51.267605633801914,0.00015504829853929536,0.6092159081388422,50.59520797904012,10.706521145362206
2025-09-17 17:30:00,1.18505,1.18533,1.18499,1.18505,1.18507,0.0016876925024371147,-0.0030129424,0.004700634885502934,0,1.184935,1.184626,1.18208215,48.511904761904745,0.0001508532720242428,0.5892742981466111,50.59520797904012,29.138340794790327
2025-09-17 17:45:00,1.18506,1.18548,1.18493,1.18507,1.18931,0.3577847722075507,-0.008097902,0.3658826741478965,0,1.184973,1.1846151999999999,1.182122,43.4640522875816,0.00014744288632706493,0.58438138404257,62.14281275514134,27.280980977690938
2025-09-17 18:00:00,1.18507,1.19184,1.18507,1.18931,1.18885,-0.03867788885993786,-0.05583778,0.01715989137726002,1,1.185211,1.184692,1.1821861,81.43274853801535,0.0004813242891414937,1.5229485085313774,66.8848079993721,357.92493266287323
2025-09-17 18:15:00,1.18931,1.19048,1.18861,1.18885,1.18498,-0.3255246666947083,0.0500162,0.3755408650019841,0,1.1854165,1.1847535999999999,1.18225085,77.36111111111282,0.0007007319490204278,1.1693888980049396,60.86386637907491,312.1268272596291
2025-09-17 18:30:00,1.18885,1.18939,1.18435,1.18498,1.18341,-0.1324916876234071,-0.022928838,0.10956284993662999,1,1.1854135,1.1847486,1.1822951,49.81751824817499,0.0005559290392500582,0.41555128742800274,10.20942274745767,61.78845611765473
2025-09-17 18:45:00,1.18498,1.18541,1.18186,1.18341,1.18336,-0.004225078375212776,-0.043390438,0.03916535958541192,1,1.185336,1.1847088,1.1823332,43.71497197758239,0.00031090192715921283,0.14513335819892917,15.531060568031476,-137.25948284724777
2025-09-17 19:00:00,1.18343,1.18564,1.18309,1.18336,1.18433,0.08196998377502514,-0.046090055,0.1280600390321071,0,1.1852465,1.1846709999999998,1.18237035,44.717444717444494,0.00011139747264765631,0.1694955484130512,15.030058614223003,-95.89581928726706
2025-09-17 19:15:00,1.18336,1.18517,1.18328,1.18433,1.18318,-0.09710131466738209,-0.029546522,0.06755479306332096,1,1.1851895,1.1846464,1.18241065,49.65250965250994,3.1199994353414695e-05,0.3508117197689185,24.749496518088222,-75.62255146157322
2025-09-17 19:30:00,1.18433,1.18433,1.1825,1.18318,1.18241,-0.0650788552882856,-0.020070981,0.04500787405397354,1,1.185098,1.1846238,1.18244265,45.370370370370104,-0.0001237262350153312,0.18219721651426196,13.22645158051562,-130.21198933034762
2025-09-17 19:45:00,1.18318,1.18321,1.18202,1.18241,1.18205,-0.030446291895359138,-0.027637819,0.002808473067134002,1,1.184973,1.1845894,1.1824694,38.97324656543747,-0.0003051216997913553,0.10552930586662303,5.511021491882064,-161.28628928206385
2025-09-17 20:00:00,1.18243,1.18272,1.18203,1.18205,1.181,-0.0888287297491642,-0.06896713,0.019861603439292524,1,1.1848245,1.1845424,1.1824951,38.77697841726616,-0.00047248143202560655,0.10379125184738043,1.9038074244695227,-154.92947553534978
2025-09-17 20:15:00,1.18205,1.18209,1.18076,1.181,1.18139,0.03302286198136244,-0.030165905,0.0631887671142522,0,1.1846254999999999,1.184482,1.1825158,35.579514824798565,-0.0006819800093367245,0.034528861425342006,2.1660647864564133,-178.63408803173314
2025-09-17 20:30:00,1.181,1.18147,1.18085,1.18139,1.18133,-0.005078763151876093,-0.038505007,0.03342624342966878,1,1.1844625,1.1844292,1.18253845,37.92642140468209,-0.0008072341082632217,0.1302062402830834,5.685920064446832,-153.878575397059
2025-09-17 20:45:00,1.18139,1.18174,1.18106,1.18133,1.18129,-0.0033860140688918424,-0.030117925,0.026731911187598864,1,1.1843080000000001,1.1843662000000001,1.1825606,37.56684491978653,-0.0009009547372427207,0.160391370839983,5.14440386783323,-127.04398584619092
2025-09-17 21:00:00,1.18116,1.18129,1.18116,1.18129,1.18136,0.005925725266447231,-0.011525714,0.017451439105084107,0,1.1841484999999998,1.1843024,1.182582,37.466666666667,-0.0009673061731982902,0.1883173871821624,4.783393070090161,-115.30410327867985
2025-09-17 21:15:00,1.18129,1.18138,1.18127,1.18136,1.18135,-0.0008464820207274253,0.0071348157,0.007981297698727876,0,1.1839435,1.1842335999999998,1.1826035,37.67441860465101,-0.0010026834387109052,0.2253808437276636,5.415161966140031,-98.47082711900818
2025-09-17 21:30:00,1.18136,1.18142,1.18131,1.18135,1.18148,0.011004359419324122,-0.006205574,0.017209933563002072,0,1.1837525,1.1841701999999998,1.18262595,13.216266173752373,-0.0010197717984292698,0.24990974274894415,6.069958223254004,-86.2301543164992
2025-09-17 21:45:00,1.18136,1.18159,1.18135,1.18148,1.18151,0.002539188136910865,0.006381651,0.003842462784046462,1,1.1835625,1.1841126,1.1826507,14.871306005721436,-0.0010111684130411636,0.2852767017018004,8.342988604521146,-72.77459286415603
2025-09-17 22:00:00,1.18162,1.18178,1.18122,1.18151,1.18194,0.03639410584759591,-0.00016298235,0.036557088200372366,0,1.1833879999999999,1.1840528000000001,1.1826748500000002,23.909774436092306,-0.0009905114197823472,0.30768133241879775,15.368849309662622,-63.28463671483666
2025-09-17 22:15:00,1.18151,1.18202,1.18141,1.18194,1.18219,0.021151665905213758,-0.03718434,0.05833600492188971,0,1.1832325,1.1840012,1.1827033,36.6606170598912,-0.0009287372920752102,0.36696333886320665,24.180322913867432,-47.67891303219247
2025-09-17 22:30:00,1.18194,1.18219,1.18169,1.18219,1.18188,-0.02622251922280111,-0.032165725,0.005943205561334708,1,1.1830895,1.1839756,1.18273395,39.75481611208558,-0.0008498118382636033,0.40631094111504545,32.426296501974356,-35.11041071994492
2025-09-17 22:45:00,1.18219,1.18219,1.18156,1.18188,1.18228,0.033844383524550374,-0.026666569,0.06051095211674112,0,1.18293,1.1839392,1.1827632,25.742574257426185,-0.0008030205358386944,0.38912163810337547,31.372540231781084,-33.86841055015749
2025-09-17 23:00:00,1.18188,1.18232,1.18176,1.18228,1.18232,0.0033832932976993607,-0.020911893,0.024295186173728375,0,1.1825785,1.1839004,1.182793,39.53488372093132,-0.0007253006204248624,0.45925662772047254,62.04079100375578,-18.344480693911887
2025-09-17 23:15:00,1.18228,1.18232,1.18197,1.18232,1.1828,0.040598146018001546,-0.024797017,0.06539516277274798,0,1.182252,1.183875,1.1828224999999999,48.739495798320426,-0.0006529525314775686,0.5156768804117903,79.59179612663648,-5.128095675122199
2025-09-17 23:30:00,1.18232,1.18286,1.18213,1.1828,1.18248,-0.02705444707474619,-0.016107216,0.010947230597352087,1,1.182143,1.1838508,1.1828546,60.16260162601611,-0.0005505379030261714,0.6850843294754665,97.14281088437819,14.656621826713522
2025-09-17 23:45:00,1.1828,1.18284,1.18247,1.18248,1.18182,-0.05581489750354195,-0.014442101,0.04137279638259316,1,1.1820964999999999,1.1838258,1.1828848,74.99999999999625,-0.0004895516510710074,0.6140439863885795,81.09448701766645,16.91192228017126
2025-09-18 00:00:00,1.18248,1.18256,1.18147,1.18182,1.18205,0.019461508520752097,-0.015575324,0.03503683270594468,0,1.1820195,1.1837766,1.1829124500000001,56.65634674922777,-0.0004888410359944473,0.4366847353488957,42.22219876544979,-2.5557531388767605
2025-09-18 00:15:00,1.18182,1.18231,1.18161,1.18205,1.18184,-0.017765745949836598,-0.019649582,0.0018838360338488958,1,1.1819055,1.1837402,1.18294055,60.58823529411753,-0.0004643658699259312,0.5632788884486238,52.35291038064326,3.19954978667103
2025-09-18 00:30:00,1.18205,1.18222,1.18177,1.18184,1.18249,0.05499898463413317,-0.015971154,0.07097013860866624,0,1.1818385,1.183705,1.18296825,57.70308123249307,-0.0004566503880210071,0.5007720583160437,37.804854997041616,4.285255626482386
2025-09-18 00:45:00,1.18184,1.18279,1.18161,1.18249,1.18155,-0.079493272670377,-0.015314253,0.06417901962326834,1,1.1818425,1.183687,1.1829994,63.61445783132516,-0.00039354964991300534,0.8297046211422543,77.4389771713577,20.12843487061513
2025-09-18 01:00:00,1.18249,1.18284,1.18153,1.18155,1.18157,0.0016926918031322396,-0.019466337,0.021159028619681542,0,1.1818175,1.18364,1.18302485,51.968503937009764,-0.00041461260837660774,0.3642339082142292,20.121938950046143,7.607376148915802
2025-09-18 01:15:00,1.18156,1.18163,1.18086,1.18157,1.1813,-0.022850952546187908,-0.013990172,0.00886078036118415,1,1.1818460000000002,1.1835852,1.18304995,50.90543259557269,-0.00042479455465560534,0.3493669709025545,35.499982250008266,-23.70607565026965
2025-09-18 01:30:00,1.18156,1.18177,1.18102,1.1813,1.18133,0.002539575044440404,-0.007765821,0.010305396225678103,0,1.1818415000000002,1.1835202,1.1830748,47.9846449136272,-0.000449469360946253,0.20773692411253109,21.99998900000528,-26.48268374664816
2025-09-18 01:45:00,1.1813,1.18138,1.18073,1.18133,1.1815,0.014390559792776234,-0.010550691,0.02494125060762895,0,1.1818415,1.183452,1.18310015,43.65904365904363,-0.0004612861537842683,0.2239287842726019,28.169000859621367,-42.88299694040294
2025-09-18 02:00:00,1.18133,1.18154,1.18123,1.1815,1.18209,0.04993652137114604,-0.012975679,0.06291220015033086,0,1.1818520000000001,1.1833812,1.1831264,42.70613107822311,-0.00045172624898470737,0.3054335960352429,36.15021776984847,-29.234487016031107
2025-09-18 02:15:00,1.1815,1.1822,1.1814,1.18209,1.18167,-0.035530289571867366,-0.017589284,0.017941005464778323,1,1.1818885,1.1833238,1.1831562500000001,52.09580838323399,-0.000392022890535193,0.6145469636619861,63.84973528181678,4.613357568043264
2025-09-18 02:30:00,1.18209,1.18216,1.18162,1.18167,1.18191,0.02031023889918657,-0.006279579,0.026589817797288615,0,1.1819045000000001,1.1832542000000001,1.18318505,43.93638170974166,-0.0003742835311737469,0.36196668420220246,44.131434680075564,-5.245364561540455
2025-09-18 02:45:00,1.18167,1.18197,1.18159,1.18191,1.18183,-0.006768704892934319,-0.019116292,0.012347586883365158,1,1.181926,1.1831829999999999,1.1832138,46.080305927342096,-0.00033697453416814405,0.49031038713471214,55.399035023926196,-7.67681852505513
2025-09-18 03:00:00,1.18191,1.18224,1.18166,1.18183,1.18161,-0.01861519846339042,-0.021767156,0.003151957735230377,1,1.181942,1.1831194,1.1832419,39.95859213250399,-0.0003102854392584842,0.43033060212267504,52.13267671436958,0.8280448438158655
2025-09-18 03:15:00,1.18185,1.18186,1.18157,1.18161,1.18132,-0.024542784844417655,-0.008110603,0.016432181526799285,1,1.1819255,1.1830534,1.18327095,40.80338266384836,-0.0003033890208621326,0.30701054145518586,41.706141371499875,-40.37426792855132
2025-09-18 03:30:00,1.18161,1.18165,1.18129,1.18132,1.18118,-0.01185114956150992,-0.012582044,0.0007308945556427707,1,1.1818819999999999,1.1829794,1.18329625,44.26605504586983,-0.0003176623224505626,0.1694428201968273,27.962072055885983,-92.01762475665583
2025-09-18 03:45:00,1.18132,1.18137,1.18114,1.18118,1.18119,0.000846611016108088,-0.008444733,0.009291344002498678,0,1.1818469999999999,1.1829034,1.18331855,39.8126463700222,-0.00033639311631650237,0.1319856996617256,21.32700411041866,-135.962946361854
2025-09-18 04:00:00,1.18118,1.18121,1.18096,1.18119,1.18079,-0.033864153946440115,-0.010110465,0.023753689068059816,1,1.1817925,1.1828342,1.18333885,42.014742014742005,-0.00034643697913105953,0.1751766257321696,21.8009375350979,-147.48446804197494
2025-09-18 04:15:00,1.18119,1.18133,1.18075,1.18079,1.18023,-0.04742587589665529,-0.00981749,0.037608385542474955,1,1.181716,1.1827616,1.18335635,27.7486910994769,-0.000382266934565445,0.03430984837884188,2.8436005480544178,-154.0455347362833
2025-09-18 04:30:00,1.18079,1.1808,1.18016,1.18023,1.17947,-0.06439422824363658,-0.013475285,0.05091894333194444,1,1.1815875,1.1826766,1.18337125,30.813953488370885,-0.00045065488330120473,-0.13669754125762204,3.365382997402269,-218.31275259030514
2025-09-18 04:45:00,1.18023,1.18023,1.17934,1.17947,1.17905,-0.035609214308128814,-0.0016991107,0.033910103582234244,1,1.181437,1.1825568,1.1833805499999999,24.880382775121504,-0.0005597262974579298,-0.229549713310497,4.4827570749102446,-272.4762430728453
2025-09-18 05:00:00,1.17947,1.1798,1.17903,1.17905,1.17975,0.059369831644132565,-0.0014089005,0.06077873212764395,0,1.1812985,1.1824344,1.18338825,24.018475750578716,-0.0006723067353591183,-0.1595875377354832,0.6230527654013001,-253.90313390312656
2025-09-18 05:15:00,1.17905,1.17988,1.17905,1.17975,1.17918,-0.04831532104260915,-0.02302252,0.02529280161805146,1,1.1811835,1.1823238,1.18339875,34.20000000000262,-0.0006970087110895751,0.10152653775252451,22.42989955455056,-179.38881282558862
2025-09-18 05:30:00,1.17975,1.18,1.1791,1.17918,1.17905,-0.011024610322424354,-0.0091425385,0.0018820717898096456,1,1.1810505,1.1822074,1.1834019,28.518518518520523,-0.000753889077133918,0.02734423144964945,4.672895740527043,-159.9775357522778
2025-09-18 05:45:00,1.17919,1.17919,1.1785,1.17905,1.17821,-0.07124379797294024,-0.011608656,0.05963514240845326,1,1.1808785,1.1820874000000001,1.18340725,19.23076923077147,-0.0008002325083407147,0.05373344316243058,14.705878420884106,-173.87033044032557
2025-09-18 06:00:00,1.17905,1.17932,1.17801,1.17821,1.17883,0.052622198080144025,0.009040931,0.043581266840419866,1,1.1807115,1.1819506,1.1834096,17.723880597017626,-0.0008944305526386032,-0.0341087186171127,4.728131269944854,-170.60645711758144
2025-09-18 06:15:00,1.17821,1.17904,1.17818,1.17883,1.17965,0.06956049642442447,-0.028651452,0.0982119481164096,0,1.1805744999999999,1.1818258,1.18341565,23.17073170731976,-0.0009085808089672742,0.1437534906961794,19.385338206777053,-135.96070106205485
2025-09-18 06:30:00,1.17884,1.17977,1.17865,1.17965,1.1794,-0.021192726656218665,-0.041683696,0.020490969554165704,1,1.1804919999999999,1.1816326,1.1834263999999999,33.17901234568144,-0.0008438998894644278,0.32863157326535175,42.59739153314829,-78.5333050187663
2025-09-18 06:45:00,1.17965,1.17991,1.17911,1.1794,1.18143,0.1721214176699997,-0.014104368,0.18622578583513508,0,1.1803955,1.1814436000000001,1.1834352,33.02611367127639,-0.0008035498825664789,0.2984561162448689,38.18680269593247,-63.95858090502995
2025-09-18 07:00:00,1.1794,1.18156,1.17934,1.18143,1.18242,0.0837967547802279,-0.02779783,0.11159458413999772,0,1.1803919999999999,1.1813726,1.1834528500000001,50.66666666666695,-0.0006008420437426665,0.7106942625431535,96.33800103154998,25.47870261821668
2025-09-18 07:15:00,1.18143,1.1825,1.18139,1.18242,1.18339,0.08203514825526592,-0.061957277,0.1439924256128442,0,1.1804085,1.1813528,1.1834759,56.813186813187116,-0.0003562037991513556,0.899892370181724,98.21824093134771,104.98850076833482
2025-09-18 07:30:00,1.18242,1.18349,1.18213,1.18339,1.18313,-0.021970778864104562,-0.06305768,0.04108690454415578,1,1.1804945,1.1813533999999999,1.1835048,60.934393638170434,-8.30974388688066e-05,1.0173586384920412,98.17516456657599,140.76061957232972
2025-09-18 07:45:00,1.18339,1.18384,1.18303,1.18313,1.18257,-0.047332076779400066,-0.03883743,0.00849464764336224,1,1.1805554999999999,1.1813294,1.18353155,61.79435483870928,0.00011108101934542702,0.9325685727639623,87.82159728617562,139.07708146524928
2025-09-18 08:00:00,1.18313,1.18324,1.18232,1.18257,1.18237,-0.016912318086876717,-0.02526884,0.008356521585331116,1,1.1805925,1.1813172,1.1835531499999998,61.79435483870928,0.0002172768937942493,0.8231453464276157,78.2161100829982,98.2397839970908
2025-09-18 08:15:00,1.18257,1.18267,1.18207,1.18237,1.18304,0.05666584909970403,-0.021438254,0.07810410314316392,0,1.1806305,1.1813164,1.18357245,65.49145299145167,0.0002820482838177263,0.7777846209917226,74.78557893900735,76.87082283334347
2025-09-18 08:30:00,1.18238,1.18314,1.18215,1.18304,1.18274,-0.02535839870166596,-0.04205986,0.0167014624218959,1,1.1807165000000002,1.1813361999999998,1.18359465,70.75962539021813,0.000383028167354027,0.8519755295137447,86.27785827138088,87.01874017902969
2025-09-18 08:45:00,1.18307,1.18339,1.18258,1.18274,1.18382,0.09131339093969866,-0.028382514,0.11969590461181208,0,1.1807945,1.181371,1.1836148499999999,66.23235613463424,0.0004338468434310627,0.7845625260818819,81.1320615553908,84.76454110401936
2025-09-18 09:00:00,1.18275,1.18384,1.18267,1.18382,1.18394,0.010136676183870685,-0.008799025,0.01893570104145135,0,1.180926,1.1814196,1.1836367,73.86831275720115,0.0005548717680674553,0.8937238178770521,99.65692973294671,96.16661031170179
2025-09-18 09:15:00,1.18382,1.18407,1.18348,1.18394,1.18458,0.0540567934185832,-0.017027613,0.0710844061941474,0,1.1810835000000002,1.1814718,1.1836575999999999,75.1802265705447,0.0006529411902975735,0.8650085496254091,97.85476933089673,99.58575028352328
2025-09-18 09:30:00,1.18394,1.18479,1.18365,1.18458,1.18376,-0.06922284691621021,-0.021150239,0.04807260810424045,1,1.181301,1.1815376,1.183684,83.49106203995585,0.0007733894135228958,0.8915553253620199,96.82298081346669,105.37218908143456
2025-09-18 09:45:00,1.18458,1.18459,1.1837,1.18376,1.18332,-0.037169696560113194,0.004519889,0.04168958569130159,0,1.1815155000000002,1.1815856,1.1837058,75.3861997940247,0.0007935310195994472,0.7652127642024567,83.22474214580615,85.39823864751307
2025-09-18 10:00:00,1.18376,1.18385,1.18329,1.18332,1.18354,0.018591758780389836,-0.0028428885,0.021434647249266317,0,1.181729,1.1816250000000001,1.18372375,69.66773847802594,0.0007651686765586252,0.6922623437660438,74.1197052606134,61.1853197452413
2025-09-18 10:15:00,1.18332,1.18393,1.18306,1.18354,1.18339,-0.012673842878153211,-0.006136609,0.006537234102448112,1,1.1819184999999999,1.1816662,1.1837434500000001,72.25806451612794,0.0007517774542156186,0.6976012177182405,77.06420604326524,55.36995226153578
2025-09-18 10:30:00,1.18354,1.18395,1.18334,1.18339,1.18364,0.021125748907805837,0.0022188216,0.018906927356155075,1,1.182129,1.1817038,1.1837649000000001,63.20754716980991,0.0007207526793973074,0.6600194347913214,58.82351211073058,50.346343700637945
2025-09-18 10:45:00,1.18339,1.18398,1.18339,1.18364,1.18315,-0.04139772228043167,-0.013013489,0.02838423366736261,1,1.1823584999999999,1.1817378,1.1837857999999999,59.13173652694516,0.0007081748338342297,0.6725603890164897,57.72056701449886,46.808076687741206
2025-09-18 11:00:00,1.18364,1.18367,1.18271,1.18315,1.18287,-0.023665638338320243,-0.0026054932,0.021060145157866465,1,1.1826055,1.1817570000000002,1.1837988,48.064516129032384,0.0006511617088622579,0.5859228741973301,39.70586775519376,23.04184193047342
2025-09-18 11:15:00,1.18314,1.18319,1.18272,1.18287,1.18224,-0.05326029064902571,-0.0013744558,0.05188583489810583,1,1.1828075,1.1817768000000002,1.1838096,47.90996784566001,0.0005767364775153272,0.511912533841191,29.411753892741864,6.99460858046238
2025-09-18 11:30:00,1.18287,1.18327,1.18222,1.18224,1.1825,0.021992150493990135,0.011379981,0.010612169080506516,1,1.182937,1.181776,1.1838131,47.376788553259935,0.00046159720534899584,0.3405984758550031,6.249997702206727,-12.268344692318003
2025-09-18 11:45:00,1.18224,1.1832,1.18195,1.1825,1.18175,-0.06342494714587978,0.003474354,0.06689930119134536,0,1.1830919999999998,1.1817796,1.1838187500000001,51.0236220472454,0.00038686874760762713,0.295017201819842,19.36619036401957,-19.38116996399983
2025-09-18 12:00:00,1.18251,1.18258,1.18159,1.18175,1.1819,0.012693039983065153,-0.0019950755,0.014688115477116133,0,1.183108,1.1817586,1.18382495,39.968895800934305,0.0002640829901452424,0.005018881293039014,4.9999984375053454,-42.95583646252462
2025-09-18 12:15:00,1.18176,1.18203,1.18156,1.1819,1.18056,-0.1133767662238681,-0.0074662436,0.10591052264388438,1,1.183082,1.181747,1.1838288,43.31210191082895,0.00017683964181847145,0.09085081984918471,10.526312530553396,-48.428197852336105
