name,trades,wr,avg_ganho,avg_perda,profit_factor,max_drawdown,sharpe,expectativa,recomendacao
CONSERVADORA,83337,49.83980704848987,0.030154683094065184,-0.029750190065519634,1.0071222201223562,-1512.4387532558171,0.036016634434369886,0.00010628312986003634,⚠️ RISCO
MODERADA,21876,50.0411409764125,0.03518743274425746,-0.034922953869254314,1.0092326775968172,-27058.25315198487,0.048392696905925944,0.0001610835351209504,⚠️ RISCO
AGRESSIVA,14847,49.720482252306866,0.036152289625197086,-0.03599309612266337,0.9932551605445475,-20272.368937580057,-0.035936447437631275,-0.00012206240604008614,⚠️ RISCO
ULTRA,1341,48.91871737509321,0.037018815147090565,-0.03486860741057046,1.0167195614334292,-472.57514784376974,0.08849482349821672,0.00029779765865074054,🏆 MELHOR
