datetime,open,high,low,close,atr_pct,confluence,regime,signal,entry_price,exit_price,exit_time,movement_pct,result
2024-12-23 19:15:00,1.04009,1.04021,1.03989,1.04004,0.0728,1,DOWN,HOLD,,,,,
2024-12-23 19:30:00,1.04004,1.04104,1.04004,1.04094,0.0729,0,DOWN,HOLD,,,,,
2024-12-23 19:45:00,1.04094,1.0412,1.04069,1.04111,0.0717,0,UP,HOLD,,,,,
2024-12-23 20:00:00,1.04111,1.04139,1.04037,1.04049,0.0701,0,UP,HOLD,,,,,
2024-12-23 20:15:00,1.04049,1.04061,1.04029,1.04058,0.0684,0,UP,HOLD,,,,,
2024-12-23 20:30:00,1.04058,1.04068,1.04034,1.04052,0.0632,1,UP,HOLD,,,,,
2024-12-23 20:45:00,1.04052,1.04082,1.0405,1.04055,0.0592,1,UP,HOLD,,,,,
2024-12-23 21:00:00,1.04057,1.04067,1.04038,1.04058,0.0572,1,UP,HOLD,,,,,
2024-12-23 21:15:00,1.04058,1.04063,1.04048,1.04052,0.0544,1,UP,HOLD,,,,,
2024-12-23 21:30:00,1.04052,1.04078,1.04052,1.04055,0.0481,1,UP,HOLD,,,,,
2024-12-23 21:45:00,1.04055,1.04065,1.04047,1.0406,0.0454,1,UP,HOLD,,,,,
2024-12-23 22:00:00,1.03983,1.0405,1.03983,1.04027,0.0461,0,UP,HOLD,,,,,
2024-12-23 22:15:00,1.04028,1.0406,1.04026,1.0406,0.0455,0,UP,HOLD,,,,,
2024-12-23 22:30:00,1.04059,1.04065,1.04051,1.04055,0.0409,1,UP,HOLD,,,,,
2024-12-23 22:45:00,1.04055,1.04055,1.04032,1.04038,0.0403,0,UP,HOLD,,,,,
2024-12-23 23:00:00,1.04051,1.0408,1.0405,1.0406,0.0363,0,UP,HOLD,,,,,
2024-12-23 23:15:00,1.0406,1.0408,1.04054,1.04069,0.0346,0,UP,HOLD,,,,,
2024-12-23 23:30:00,1.04069,1.04076,1.04049,1.04054,0.0294,0,UP,HOLD,,,,,
2024-12-23 23:45:00,1.04053,1.04056,1.0403,1.04038,0.029,0,UP,HOLD,,,,,
2024-12-24 00:00:00,1.04038,1.04043,1.04008,1.04016,0.0291,0,UP,HOLD,,,,,
2024-12-24 00:15:00,1.04016,1.04017,1.03983,1.03995,0.0293,1,UP,HOLD,,,,,
2024-12-24 00:30:00,1.03994,1.03997,1.03977,1.03991,0.0286,2,UP,BUY (BULLISH),1.03991,1.040013991,2024-12-24 01:00:00,0.05,WIN ✅ (+0.01%)
2024-12-24 00:45:00,1.03991,1.04001,1.03978,1.04,0.0292,0,UP,HOLD,,,,,
2024-12-24 01:00:00,1.04,1.04044,1.03995,1.04,0.0308,1,UP,HOLD,,,,,
2024-12-24 01:15:00,1.04,1.04026,1.04,1.04005,0.0313,1,UP,HOLD,,,,,
2024-12-24 01:30:00,1.04005,1.04022,1.04001,1.04003,0.0275,1,UP,HOLD,,,,,
2024-12-24 01:45:00,1.04003,1.0403,1.04,1.04023,0.0272,0,UP,HOLD,,,,,
2024-12-24 02:00:00,1.04023,1.04084,1.04022,1.04074,0.0305,1,UP,HOLD,,,,,
2024-12-24 02:15:00,1.04074,1.04074,1.04019,1.04026,0.0327,0,UP,HOLD,,,,,
2024-12-24 02:30:00,1.04026,1.04027,1.03962,1.03975,0.0343,0,UP,HOLD,,,,,
2024-12-24 02:45:00,1.03975,1.04002,1.03975,1.03992,0.0343,0,DOWN,HOLD,,,,,
2024-12-24 03:00:00,1.03994,1.03999,1.03949,1.03963,0.0359,1,DOWN,HOLD,,,,,
2024-12-24 03:15:00,1.03963,1.03967,1.03945,1.03951,0.0357,1,DOWN,HOLD,,,,,
