analysis_time,close,high_day,low_day,dist_res_pct,dist_sup_pct,near_res,near_sup,pos_in_range,poi_strength,rejection_type,change_pct,result,analysis_hour,estrategia
17:45:00,1.17304,1.17646,1.17129,0.0775762122348929,0.1125281320330072,False,False,1.0,0.8814703675919182,BULLISH_REJECTION,-0.2165314055786662,DOWN,18:00,BASELINE: FAR DO POI
08:45:00,1.1683,1.17285,1.16588,-0.2858854746212549,-0.2525036377642736,False,False,0.0,1.0,BEARISH_REJECTION,0.0325258923221815,UP,09:00,BASELINE: FAR DO POI
11:45:00,1.16812,1.17285,1.16588,-0.301338903537305,-0.2679519227476505,False,False,0.0,1.0,BEARISH_REJECTION,0.0479402801081989,UP,12:00,BASELINE: FAR DO POI
13:45:00,1.16742,1.17285,1.16588,-0.3614808723510059,-0.3280738722996008,False,False,0.0,1.0,BEARISH_REJECTION,0.1079303078583576,UP,14:00,BASELINE: FAR DO POI
08:45:00,1.17281,1.17425,1.16836,0.3367979468114953,0.3547036604394524,False,False,1.0,1.0,BULLISH_REJECTION,-0.4408216164596053,DOWN,09:00,BASELINE: FAR DO POI
11:45:00,1.17058,1.17425,1.16836,0.1469357070853716,0.1648755317876597,False,False,1.0,1.0,BULLISH_REJECTION,-0.2511575458319758,DOWN,12:00,BASELINE: FAR DO POI
13:45:00,1.17107,1.17425,1.16836,0.1887163021851849,0.2066486204923777,False,False,1.0,1.0,BULLISH_REJECTION,-0.2928945323507599,DOWN,14:00,BASELINE: FAR DO POI
17:45:00,1.17003,1.17425,1.16836,0.0999974359631713,0.1179456937001561,False,False,1.0,1.0,BULLISH_REJECTION,-0.2042682666256328,DOWN,18:00,BASELINE: FAR DO POI
11:45:00,1.16889,1.17023,1.16726,0.1052280368554837,0.1154941867925948,False,False,1.0,0.5081744218874554,BULLISH_REJECTION,-0.2669198983651166,DOWN,12:00,BASELINE: FAR DO POI
13:45:00,1.16912,1.17023,1.16726,0.1248802518133311,0.1351443820993495,False,False,1.0,0.5080744491583651,BULLISH_REJECTION,-0.2865403038182534,DOWN,14:00,BASELINE: FAR DO POI
17:45:00,1.16876,1.17023,1.16726,0.0941168417810415,0.1043841336116909,False,False,1.0,0.5082309456176014,BULLISH_REJECTION,-0.2558266881139026,DOWN,18:00,BASELINE: FAR DO POI
08:45:00,1.1671,1.16826,1.16422,0.1139576728643692,0.1276668665924077,False,False,1.0,0.6923142832662228,BULLISH_REJECTION,-0.3384457201610933,DOWN,09:00,BASELINE: FAR DO POI
11:45:00,1.16772,1.16826,1.16422,0.1669920871441885,0.1806940019867824,False,False,1.0,0.6919466995512696,BULLISH_REJECTION,-0.391360942691757,DOWN,12:00,BASELINE: FAR DO POI
08:45:00,1.16485,1.16603,1.16178,0.1339228226810324,0.1674035283512809,False,False,1.0,0.7297076876850865,BULLISH_REJECTION,-0.215478387775251,DOWN,09:00,BASELINE: FAR DO POI
11:45:00,1.16456,1.16603,1.16178,0.109054063337235,0.1425431064092872,False,False,1.0,0.7298894002884978,BULLISH_REJECTION,-0.1906299374871291,DOWN,12:00,BASELINE: FAR DO POI
