datetime,signal,confluence,entry_price,exit_price,exit_time,movement_pct,result,target,win_probability,score_category
2023-01-02 06:45:00,BUY (BULLISH),2,1.06828,1.06807,2023-01-02 14:00:00,-0.0197,LOSS ❌ (-0.02%),0,0.19724093,LOW (<50%)
2023-01-02 15:00:00,BUY (BULLISH),2,1.06725,1.05739,2023-01-03 14:00:00,-0.9239,LOSS ❌ (-0.92%),0,0.28780496,LOW (<50%)
2023-01-02 16:30:00,BUY (BULLISH),2,1.06538,1.06751076,2023-01-02 23:00:00,0.2,WIN ✅ (+0.20%),1,0.68398213,MEDIUM (50-70%)
2023-01-02 18:30:00,BUY (BULLISH),2,1.06525,1.0673805,2023-01-02 23:00:00,0.2,WIN ✅ (+0.20%),1,0.5919493,MEDIUM (50-70%)
2023-01-02 19:00:00,BUY (BULLISH),2,1.0652,1.0673304,2023-01-02 23:00:00,0.2,WIN ✅ (+0.20%),1,0.64035624,MEDIUM (50-70%)
2023-01-02 23:15:00,BUY (BULLISH),2,1.06641,1.05739,2023-01-03 14:00:00,-0.8458,LOSS ❌ (-0.85%),0,0.17040774,LOW (<50%)
2023-01-03 04:15:00,SELL (BEARISH),3,1.06779,1.06565442,2023-01-03 06:30:00,0.2,WIN ✅ (+0.20%),1,0.76435095,HIGH (>70%)
2023-01-03 04:30:00,SELL (BEARISH),2,1.06773,1.06559454,2023-01-03 06:30:00,0.2,WIN ✅ (+0.20%),1,0.6578308,MEDIUM (50-70%)
2023-01-03 07:00:00,BUY (BULLISH),2,1.06518,1.05739,2023-01-03 14:00:00,-0.7313,LOSS ❌ (-0.73%),0,0.15172203,LOW (<50%)
2023-01-03 10:30:00,BUY (BULLISH),3,1.05368,1.0557873599999998,2023-01-03 13:15:00,0.2,WIN ✅ (+0.20%),1,0.9070053,HIGH (>70%)
2023-01-03 11:00:00,BUY (BULLISH),2,1.05271,1.05481542,2023-01-03 12:30:00,0.2,WIN ✅ (+0.20%),1,0.93232965,HIGH (>70%)
2023-01-03 11:15:00,BUY (BULLISH),2,1.05261,1.05471522,2023-01-03 12:30:00,0.2,WIN ✅ (+0.20%),1,0.8257564,HIGH (>70%)
2023-01-04 08:15:00,SELL (BEARISH),2,1.06213,1.06000574,2023-01-04 12:00:00,0.2,WIN ✅ (+0.20%),1,0.81797314,HIGH (>70%)
2023-01-04 08:30:00,SELL (BEARISH),2,1.06095,1.06146,2023-01-04 14:00:00,-0.0481,LOSS ❌ (0.05%),0,0.13853504,LOW (<50%)
2023-01-04 13:15:00,BUY (BULLISH),2,1.06132,1.06146,2023-01-04 14:00:00,0.0132,LOSS ❌ (0.01%),0,0.33573088,LOW (<50%)
2023-01-04 14:45:00,SELL (BEARISH),2,1.06237,1.06024526,2023-01-04 15:00:00,0.2,WIN ✅ (+0.20%),1,0.8567887,HIGH (>70%)
2023-01-04 15:15:00,BUY (BULLISH),2,1.05978,1.06189956,2023-01-04 16:45:00,0.2,WIN ✅ (+0.20%),1,0.7054028,HIGH (>70%)
2023-01-05 01:00:00,SELL (BEARISH),2,1.06283,1.06070434,2023-01-05 03:45:00,0.2,WIN ✅ (+0.20%),1,0.67688274,MEDIUM (50-70%)
2023-01-05 05:00:00,BUY (BULLISH),2,1.0604,1.0625208,2023-01-05 08:15:00,0.2,WIN ✅ (+0.20%),1,0.8173135,HIGH (>70%)
2023-01-05 05:15:00,BUY (BULLISH),2,1.06035,1.0624707,2023-01-05 08:15:00,0.2,WIN ✅ (+0.20%),1,0.8445937,HIGH (>70%)
2023-01-05 08:15:00,SELL (BEARISH),2,1.06192,1.05979616,2023-01-05 12:45:00,0.2,WIN ✅ (+0.20%),1,0.6274843,MEDIUM (50-70%)
2023-01-05 09:30:00,SELL (BEARISH),2,1.06252,1.06039496,2023-01-05 11:30:00,0.2,WIN ✅ (+0.20%),1,0.78688455,HIGH (>70%)
2023-01-05 09:45:00,SELL (BEARISH),2,1.0623,1.0601754,2023-01-05 12:45:00,0.2,WIN ✅ (+0.20%),1,0.82065433,HIGH (>70%)
2023-01-05 14:00:00,BUY (BULLISH),2,1.05596,1.05307,2023-01-06 14:00:00,-0.2737,LOSS ❌ (-0.27%),0,0.13315187,LOW (<50%)
2023-01-05 14:30:00,BUY (BULLISH),2,1.0549,1.05307,2023-01-06 14:00:00,-0.1735,LOSS ❌ (-0.17%),0,0.057133783,LOW (<50%)
2023-01-05 15:00:00,BUY (BULLISH),2,1.05428,1.05307,2023-01-06 14:00:00,-0.1148,LOSS ❌ (-0.11%),0,0.09573244,LOW (<50%)
2023-01-05 15:15:00,BUY (BULLISH),2,1.05283,1.05307,2023-01-06 14:00:00,0.0228,LOSS ❌ (0.02%),0,0.061799508,LOW (<50%)
2023-01-05 15:30:00,BUY (BULLISH),2,1.05268,1.05307,2023-01-06 14:00:00,0.037,LOSS ❌ (0.04%),0,0.1333668,LOW (<50%)
2023-01-05 15:45:00,BUY (BULLISH),2,1.0518,1.0539036000000002,2023-01-05 18:15:00,0.2,WIN ✅ (+0.20%),1,0.68302566,MEDIUM (50-70%)
2023-01-06 07:15:00,BUY (BULLISH),2,1.05138,1.05348276,2023-01-06 13:45:00,0.2,WIN ✅ (+0.20%),1,0.8550535,HIGH (>70%)
2023-01-06 09:15:00,BUY (BULLISH),2,1.05071,1.05281142,2023-01-06 13:30:00,0.2,WIN ✅ (+0.20%),1,0.83801836,HIGH (>70%)
2023-01-06 13:30:00,SELL (BEARISH),2,1.05242,1.05307,2023-01-06 14:00:00,-0.0618,LOSS ❌ (0.06%),0,0.44358656,LOW (<50%)
2023-01-06 15:45:00,SELL (BEARISH),2,1.06012,1.06422,2023-01-06 21:45:00,-0.3867,LOSS ❌ (0.39%),0,0.10552694,LOW (<50%)
2023-01-06 16:00:00,SELL (BEARISH),2,1.0605,1.06422,2023-01-06 21:45:00,-0.3508,LOSS ❌ (0.35%),0,0.12733366,LOW (<50%)
2023-01-06 16:15:00,SELL (BEARISH),2,1.06037,1.06422,2023-01-06 21:45:00,-0.3631,LOSS ❌ (0.36%),0,0.10776394,LOW (<50%)
2023-01-06 16:45:00,SELL (BEARISH),2,1.06183,1.06422,2023-01-06 21:45:00,-0.2251,LOSS ❌ (0.23%),0,0.11838793,LOW (<50%)
2023-01-06 17:00:00,SELL (BEARISH),3,1.06191,1.06422,2023-01-06 21:45:00,-0.2175,LOSS ❌ (0.22%),0,0.09849277,LOW (<50%)
2023-01-06 18:00:00,SELL (BEARISH),2,1.06346,1.06422,2023-01-06 21:45:00,-0.0715,LOSS ❌ (0.07%),0,0.049388755,LOW (<50%)
2023-01-06 19:30:00,SELL (BEARISH),2,1.06452,1.06422,2023-01-06 21:45:00,0.0282,LOSS ❌ (-0.03%),0,0.06881559,LOW (<50%)
2023-01-09 04:45:00,SELL (BEARISH),2,1.06762,1.07216,2023-01-09 14:00:00,-0.4252,LOSS ❌ (0.43%),0,0.1823291,LOW (<50%)
2023-01-09 05:30:00,SELL (BEARISH),2,1.06786,1.07216,2023-01-09 14:00:00,-0.4027,LOSS ❌ (0.40%),0,0.16119404,LOW (<50%)
2023-01-09 06:15:00,SELL (BEARISH),2,1.06791,1.07216,2023-01-09 14:00:00,-0.398,LOSS ❌ (0.40%),0,0.10855164,LOW (<50%)
2023-01-09 08:00:00,SELL (BEARISH),2,1.06921,1.06707158,2023-01-09 09:30:00,0.2,WIN ✅ (+0.20%),1,0.73601246,HIGH (>70%)
2023-01-09 08:15:00,SELL (BEARISH),2,1.06902,1.06688196,2023-01-09 09:30:00,0.2,WIN ✅ (+0.20%),1,0.6772446,MEDIUM (50-70%)
2023-01-09 08:45:00,SELL (BEARISH),2,1.06899,1.06685202,2023-01-09 09:30:00,0.2,WIN ✅ (+0.20%),1,0.72616374,HIGH (>70%)
2023-01-09 09:45:00,BUY (BULLISH),2,1.06718,1.06931436,2023-01-09 12:45:00,0.2,WIN ✅ (+0.20%),1,0.72323084,HIGH (>70%)
2023-01-09 13:30:00,SELL (BEARISH),2,1.072,1.07216,2023-01-09 14:00:00,-0.0149,LOSS ❌ (0.01%),0,0.058026887,LOW (<50%)
2023-01-09 14:00:00,SELL (BEARISH),2,1.07216,1.07434,2023-01-10 14:00:00,-0.2033,LOSS ❌ (0.20%),0,0.19270848,LOW (<50%)
2023-01-09 14:45:00,SELL (BEARISH),2,1.07277,1.07434,2023-01-10 14:00:00,-0.1464,LOSS ❌ (0.15%),0,0.33812577,LOW (<50%)
2023-01-09 15:00:00,SELL (BEARISH),2,1.07341,1.07126318,2023-01-10 13:30:00,0.2,WIN ✅ (+0.20%),1,0.7710007,HIGH (>70%)
2023-01-09 15:45:00,SELL (BEARISH),2,1.07398,1.07183204,2023-01-10 12:30:00,0.2,WIN ✅ (+0.20%),1,0.84806937,HIGH (>70%)
2023-01-10 05:45:00,SELL (BEARISH),2,1.07422,1.07207156,2023-01-10 12:30:00,0.2,WIN ✅ (+0.20%),1,0.6361021,MEDIUM (50-70%)
2023-01-10 08:15:00,SELL (BEARISH),3,1.07389,1.07174222,2023-01-10 12:30:00,0.2,WIN ✅ (+0.20%),1,0.60435814,MEDIUM (50-70%)
2023-01-10 08:30:00,SELL (BEARISH),2,1.07362,1.07147276,2023-01-10 13:30:00,0.2,WIN ✅ (+0.20%),1,0.5411477,MEDIUM (50-70%)
2023-01-10 09:30:00,SELL (BEARISH),2,1.07366,1.07151268,2023-01-10 13:30:00,0.2,WIN ✅ (+0.20%),1,0.63516116,MEDIUM (50-70%)
2023-01-10 12:45:00,BUY (BULLISH),3,1.0719,1.0740438,2023-01-10 14:00:00,0.2,WIN ✅ (+0.20%),1,0.69688624,MEDIUM (50-70%)
2023-01-10 13:30:00,BUY (BULLISH),2,1.07177,1.07391354,2023-01-10 14:00:00,0.2,WIN ✅ (+0.20%),1,0.58951485,MEDIUM (50-70%)
2023-01-10 14:30:00,SELL (BEARISH),2,1.07424,1.07492,2023-01-11 14:00:00,-0.0633,LOSS ❌ (0.06%),0,0.31166294,LOW (<50%)
2023-01-10 22:15:00,BUY (BULLISH),2,1.07312,1.0752662400000002,2023-01-11 05:30:00,0.2,WIN ✅ (+0.20%),1,0.7995577,HIGH (>70%)
2023-01-11 09:00:00,BUY (BULLISH),2,1.07346,1.07492,2023-01-11 14:00:00,0.136,LOSS ❌ (0.14%),0,0.27153265,LOW (<50%)
2023-01-11 14:30:00,SELL (BEARISH),2,1.07612,1.07396776,2023-01-11 16:45:00,0.2,WIN ✅ (+0.20%),1,0.6030322,MEDIUM (50-70%)
2023-01-11 18:15:00,BUY (BULLISH),2,1.07423,1.07637846,2023-01-11 23:00:00,0.2,WIN ✅ (+0.20%),1,0.73931384,HIGH (>70%)
2023-01-12 05:15:00,SELL (BEARISH),2,1.07726,1.0751054800000002,2023-01-12 08:15:00,0.2,WIN ✅ (+0.20%),1,0.50262845,MEDIUM (50-70%)
2023-01-12 13:30:00,SELL (BEARISH),2,1.07695,1.07966,2023-01-12 14:00:00,-0.2516,LOSS ❌ (0.25%),0,0.28137287,LOW (<50%)
2023-01-12 17:30:00,SELL (BEARISH),2,1.08356,1.08139288,2023-01-13 11:15:00,0.2,WIN ✅ (+0.20%),1,0.8765835,HIGH (>70%)
2023-01-13 00:00:00,SELL (BEARISH),2,1.0859,1.0837282,2023-01-13 02:15:00,0.2,WIN ✅ (+0.20%),1,0.841054,HIGH (>70%)
2023-01-13 08:45:00,SELL (BEARISH),2,1.08549,1.08331902,2023-01-13 09:30:00,0.2,WIN ✅ (+0.20%),1,0.7124054,HIGH (>70%)
2023-01-13 11:30:00,BUY (BULLISH),2,1.08131,1.08026,2023-01-13 14:00:00,-0.0971,LOSS ❌ (-0.10%),0,0.3256329,LOW (<50%)
2023-01-13 12:00:00,BUY (BULLISH),2,1.08099,1.08026,2023-01-13 14:00:00,-0.0675,LOSS ❌ (-0.07%),0,0.38086665,LOW (<50%)
2023-01-13 12:30:00,BUY (BULLISH),2,1.08077,1.08026,2023-01-13 14:00:00,-0.0472,LOSS ❌ (-0.05%),0,0.15289603,LOW (<50%)
2023-01-13 13:30:00,BUY (BULLISH),2,1.08046,1.08026,2023-01-13 14:00:00,-0.0185,LOSS ❌ (-0.02%),0,0.3429324,LOW (<50%)
2023-01-13 14:00:00,BUY (BULLISH),2,1.08026,1.08242052,2023-01-13 15:00:00,0.2,WIN ✅ (+0.20%),1,0.91712403,HIGH (>70%)
2023-01-16 00:15:00,SELL (BEARISH),2,1.08312,1.08095376,2023-01-16 08:15:00,0.2,WIN ✅ (+0.20%),1,0.5895474,MEDIUM (50-70%)
2023-01-16 08:30:00,BUY (BULLISH),3,1.08102,1.08318204,2023-01-16 10:30:00,0.2,WIN ✅ (+0.20%),1,0.8625371,HIGH (>70%)
2023-01-16 09:00:00,BUY (BULLISH),2,1.08077,1.08293154,2023-01-16 10:15:00,0.2,WIN ✅ (+0.20%),1,0.87618047,HIGH (>70%)
2023-01-17 08:15:00,SELL (BEARISH),2,1.08303,1.08596,2023-01-17 14:00:00,-0.2705,LOSS ❌ (0.27%),0,0.23092641,LOW (<50%)
2023-01-17 09:45:00,BUY (BULLISH),3,1.08171,1.08387342,2023-01-17 12:15:00,0.2,WIN ✅ (+0.20%),1,0.5096036,MEDIUM (50-70%)
2023-01-17 10:00:00,BUY (BULLISH),2,1.08149,1.08365298,2023-01-17 12:15:00,0.2,WIN ✅ (+0.20%),1,0.58335376,MEDIUM (50-70%)
2023-01-17 10:30:00,BUY (BULLISH),2,1.08134,1.08350268,2023-01-17 12:15:00,0.2,WIN ✅ (+0.20%),1,0.64178956,MEDIUM (50-70%)
2023-01-17 12:30:00,SELL (BEARISH),2,1.08378,1.08596,2023-01-17 14:00:00,-0.2011,LOSS ❌ (0.20%),0,0.22751011,LOW (<50%)
2023-01-17 13:30:00,SELL (BEARISH),2,1.085,1.08596,2023-01-17 14:00:00,-0.0885,LOSS ❌ (0.09%),0,0.29153034,LOW (<50%)
2023-01-17 14:30:00,SELL (BEARISH),3,1.08625,1.0840775,2023-01-17 15:00:00,0.2,WIN ✅ (+0.20%),1,0.8598069,HIGH (>70%)
2023-01-17 15:45:00,BUY (BULLISH),2,1.08015,1.0823102999999998,2023-01-18 07:30:00,0.2,WIN ✅ (+0.20%),1,0.9399577,HIGH (>70%)
2023-01-17 17:45:00,BUY (BULLISH),2,1.07818,1.08033636,2023-01-17 19:30:00,0.2,WIN ✅ (+0.20%),1,0.8874618,HIGH (>70%)
2023-01-18 02:45:00,BUY (BULLISH),2,1.0787,1.0808574,2023-01-18 07:00:00,0.2,WIN ✅ (+0.20%),1,0.60101205,MEDIUM (50-70%)
2023-01-18 07:45:00,SELL (BEARISH),3,1.08251,1.08656,2023-01-18 14:00:00,-0.3741,LOSS ❌ (0.37%),0,0.13519123,LOW (<50%)
2023-01-18 08:00:00,SELL (BEARISH),2,1.08356,1.08139288,2023-01-18 11:45:00,0.2,WIN ✅ (+0.20%),1,0.7453453,HIGH (>70%)
2023-01-18 18:30:00,BUY (BULLISH),2,1.07904,1.08119808,2023-01-19 07:45:00,0.2,WIN ✅ (+0.20%),1,0.92884386,HIGH (>70%)
2023-01-19 07:45:00,SELL (BEARISH),2,1.08071,1.08057,2023-01-19 14:00:00,0.013,LOSS ❌ (-0.01%),0,0.1893239,LOW (<50%)
2023-01-19 08:45:00,SELL (BEARISH),2,1.08165,1.08057,2023-01-19 14:00:00,0.0998,LOSS ❌ (-0.10%),0,0.3062878,LOW (<50%)
2023-01-19 09:30:00,SELL (BEARISH),2,1.0822,1.0800356,2023-01-19 13:30:00,0.2,WIN ✅ (+0.20%),1,0.6414169,MEDIUM (50-70%)
2023-01-19 10:30:00,SELL (BEARISH),2,1.08234,1.0801753200000002,2023-01-19 13:30:00,0.2,WIN ✅ (+0.20%),1,0.7698166,HIGH (>70%)
2023-01-19 13:30:00,BUY (BULLISH),2,1.08099,1.08057,2023-01-19 14:00:00,-0.0389,LOSS ❌ (-0.04%),0,0.22523978,LOW (<50%)
2023-01-19 13:45:00,BUY (BULLISH),3,1.08094,1.08057,2023-01-19 14:00:00,-0.0342,LOSS ❌ (-0.03%),0,0.25180995,LOW (<50%)
2023-01-19 14:45:00,BUY (BULLISH),2,1.081,1.083162,2023-01-19 18:30:00,0.2,WIN ✅ (+0.20%),1,0.80975217,HIGH (>70%)
2023-01-19 15:45:00,BUY (BULLISH),3,1.07888,1.08103776,2023-01-19 17:00:00,0.2,WIN ✅ (+0.20%),1,0.8437809,HIGH (>70%)
2023-01-19 19:45:00,SELL (BEARISH),2,1.08303,1.08086394,2023-01-20 13:45:00,0.2,WIN ✅ (+0.20%),1,0.5632536,MEDIUM (50-70%)
2023-01-19 20:15:00,SELL (BEARISH),2,1.0835,1.081333,2023-01-20 13:45:00,0.2,WIN ✅ (+0.20%),1,0.84394556,HIGH (>70%)
2023-01-20 00:15:00,SELL (BEARISH),2,1.08379,1.08162242,2023-01-20 12:15:00,0.2,WIN ✅ (+0.20%),1,0.41035688,LOW (<50%)
2023-01-20 05:00:00,BUY (BULLISH),2,1.08288,1.08504576,2023-01-20 08:00:00,0.2,WIN ✅ (+0.20%),1,0.48505566,LOW (<50%)
2023-01-20 12:15:00,BUY (BULLISH),2,1.08196,1.08096,2023-01-20 14:00:00,-0.0924,LOSS ❌ (-0.09%),0,0.26478276,LOW (<50%)
2023-01-20 12:45:00,BUY (BULLISH),2,1.08182,1.08096,2023-01-20 14:00:00,-0.0795,LOSS ❌ (-0.08%),0,0.15500623,LOW (<50%)
2023-01-20 15:30:00,SELL (BEARISH),2,1.08281,1.08555,2023-01-20 21:45:00,-0.253,LOSS ❌ (0.25%),0,0.2065882,LOW (<50%)
2023-01-20 18:00:00,SELL (BEARISH),2,1.08444,1.08555,2023-01-20 21:45:00,-0.1024,LOSS ❌ (0.10%),0,0.30486748,LOW (<50%)
2023-01-22 22:15:00,SELL (BEARISH),2,1.08648,1.08531,2023-01-23 14:00:00,0.1077,LOSS ❌ (-0.11%),0,0.25633126,LOW (<50%)
2023-01-23 07:00:00,SELL (BEARISH),2,1.09082,1.0886383599999998,2023-01-23 11:30:00,0.2,WIN ✅ (+0.20%),1,0.75188255,HIGH (>70%)
2023-01-23 11:45:00,BUY (BULLISH),2,1.0881,1.08531,2023-01-23 14:00:00,-0.2564,LOSS ❌ (-0.26%),0,0.10419902,LOW (<50%)
2023-01-23 12:30:00,BUY (BULLISH),2,1.08767,1.08531,2023-01-23 14:00:00,-0.217,LOSS ❌ (-0.22%),0,0.16796754,LOW (<50%)
2023-01-23 13:45:00,BUY (BULLISH),3,1.08586,1.08531,2023-01-23 14:00:00,-0.0507,LOSS ❌ (-0.05%),0,0.15611605,LOW (<50%)
2023-01-23 14:00:00,BUY (BULLISH),2,1.08531,1.08748062,2023-01-23 16:00:00,0.2,WIN ✅ (+0.20%),1,0.6109324,MEDIUM (50-70%)
2023-01-23 14:15:00,BUY (BULLISH),2,1.08514,1.08731028,2023-01-23 16:00:00,0.2,WIN ✅ (+0.20%),1,0.59830487,MEDIUM (50-70%)
2023-01-24 01:45:00,SELL (BEARISH),2,1.08805,1.0858739,2023-01-24 09:45:00,0.2,WIN ✅ (+0.20%),1,0.88009226,HIGH (>70%)
2023-01-24 02:00:00,SELL (BEARISH),2,1.08811,1.08593378,2023-01-24 09:45:00,0.2,WIN ✅ (+0.20%),1,0.61377597,MEDIUM (50-70%)
2023-01-24 07:00:00,SELL (BEARISH),2,1.08865,1.0864726999999998,2023-01-24 09:30:00,0.2,WIN ✅ (+0.20%),1,0.4831194,LOW (<50%)
2023-01-24 08:30:00,BUY (BULLISH),2,1.08756,1.08685,2023-01-24 14:00:00,-0.0653,LOSS ❌ (-0.07%),0,0.20143352,LOW (<50%)
2023-01-24 15:00:00,BUY (BULLISH),2,1.08531,1.08748062,2023-01-24 15:45:00,0.2,WIN ✅ (+0.20%),1,0.74262244,HIGH (>70%)
2023-01-24 16:30:00,SELL (BEARISH),2,1.08737,1.08786,2023-01-25 14:00:00,-0.0451,LOSS ❌ (0.05%),0,0.19011784,LOW (<50%)
2023-01-24 17:15:00,SELL (BEARISH),2,1.08799,1.08581402,2023-01-25 11:15:00,0.2,WIN ✅ (+0.20%),1,0.64195824,MEDIUM (50-70%)
2023-01-24 17:30:00,SELL (BEARISH),2,1.0881,1.0859238,2023-01-25 11:15:00,0.2,WIN ✅ (+0.20%),1,0.7542747,HIGH (>70%)
2023-01-25 10:00:00,BUY (BULLISH),2,1.08682,1.08786,2023-01-25 14:00:00,0.0957,LOSS ❌ (0.10%),0,0.1316427,LOW (<50%)
2023-01-25 10:15:00,BUY (BULLISH),2,1.08706,1.08786,2023-01-25 14:00:00,0.0736,LOSS ❌ (0.07%),0,0.11329486,LOW (<50%)
2023-01-25 11:00:00,BUY (BULLISH),3,1.08656,1.08786,2023-01-25 14:00:00,0.1196,LOSS ❌ (0.12%),0,0.14203912,LOW (<50%)
2023-01-25 11:15:00,BUY (BULLISH),2,1.08635,1.08786,2023-01-25 14:00:00,0.139,LOSS ❌ (0.14%),0,0.094006404,LOW (<50%)
2023-01-25 11:30:00,BUY (BULLISH),2,1.0862,1.0883724,2023-01-25 13:15:00,0.2,WIN ✅ (+0.20%),1,0.76229465,HIGH (>70%)
2023-01-25 14:30:00,SELL (BEARISH),2,1.08904,1.09024,2023-01-26 14:00:00,-0.1102,LOSS ❌ (0.11%),0,0.18974079,LOW (<50%)
2023-01-25 21:30:00,SELL (BEARISH),2,1.09153,1.08934694,2023-01-26 09:30:00,0.2,WIN ✅ (+0.20%),1,0.7327545,HIGH (>70%)
2023-01-25 23:30:00,SELL (BEARISH),2,1.09211,1.08992578,2023-01-26 09:15:00,0.2,WIN ✅ (+0.20%),1,0.8849254,HIGH (>70%)
2023-01-26 08:45:00,BUY (BULLISH),2,1.09085,1.09024,2023-01-26 14:00:00,-0.0559,LOSS ❌ (-0.06%),0,0.102429755,LOW (<50%)
2023-01-26 09:00:00,BUY (BULLISH),2,1.09075,1.09024,2023-01-26 14:00:00,-0.0468,LOSS ❌ (-0.05%),0,0.21941634,LOW (<50%)
2023-01-26 13:30:00,BUY (BULLISH),2,1.08939,1.09024,2023-01-26 14:00:00,0.078,LOSS ❌ (0.08%),0,0.2384852,LOW (<50%)
2023-01-26 14:00:00,SELL (BEARISH),3,1.09024,1.08805952,2023-01-26 15:00:00,0.2,WIN ✅ (+0.20%),1,0.78498507,HIGH (>70%)
2023-01-26 14:15:00,SELL (BEARISH),2,1.08981,1.08763038,2023-01-26 15:30:00,0.2,WIN ✅ (+0.20%),1,0.74267495,HIGH (>70%)
2023-01-26 15:30:00,BUY (BULLISH),2,1.08748,1.08965496,2023-01-27 00:00:00,0.2,WIN ✅ (+0.20%),1,0.72462124,HIGH (>70%)
2023-01-26 16:15:00,BUY (BULLISH),2,1.08629,1.08846258,2023-01-26 18:30:00,0.2,WIN ✅ (+0.20%),1,0.79061747,HIGH (>70%)
2023-01-26 21:15:00,SELL (BEARISH),2,1.08927,1.08709146,2023-01-27 03:30:00,0.2,WIN ✅ (+0.20%),1,0.8071003,HIGH (>70%)
2023-01-26 21:30:00,SELL (BEARISH),2,1.08929,1.08711142,2023-01-27 03:30:00,0.2,WIN ✅ (+0.20%),1,0.9171005,HIGH (>70%)
2023-01-27 05:00:00,BUY (BULLISH),2,1.08668,1.08885336,2023-01-27 08:45:00,0.2,WIN ✅ (+0.20%),1,0.7229226,HIGH (>70%)
2023-01-27 15:30:00,BUY (BULLISH),2,1.08517,1.0867,2023-01-27 21:45:00,0.141,LOSS ❌ (0.14%),0,0.25790092,LOW (<50%)
2023-01-30 08:15:00,SELL (BEARISH),2,1.08784,1.08877,2023-01-30 14:00:00,-0.0855,LOSS ❌ (0.09%),0,0.18033284,LOW (<50%)
2023-01-30 08:45:00,SELL (BEARISH),2,1.08808,1.08877,2023-01-30 14:00:00,-0.0634,LOSS ❌ (0.06%),0,0.12103734,LOW (<50%)
2023-01-30 10:15:00,SELL (BEARISH),2,1.09118,1.08899764,2023-01-30 13:30:00,0.2,WIN ✅ (+0.20%),1,0.8688763,HIGH (>70%)
2023-01-30 14:15:00,BUY (BULLISH),2,1.08845,1.08564,2023-01-31 14:00:00,-0.2582,LOSS ❌ (-0.26%),0,0.1468904,LOW (<50%)
2023-01-30 15:30:00,BUY (BULLISH),2,1.08815,1.08564,2023-01-31 14:00:00,-0.2307,LOSS ❌ (-0.23%),0,0.17667498,LOW (<50%)
2023-01-30 16:00:00,BUY (BULLISH),3,1.08709,1.08564,2023-01-31 14:00:00,-0.1334,LOSS ❌ (-0.13%),0,0.24114577,LOW (<50%)
2023-01-30 17:15:00,BUY (BULLISH),2,1.08614,1.08564,2023-01-31 14:00:00,-0.046,LOSS ❌ (-0.05%),0,0.22116797,LOW (<50%)
2023-01-30 17:30:00,BUY (BULLISH),3,1.08615,1.08564,2023-01-31 14:00:00,-0.047,LOSS ❌ (-0.05%),0,0.15120548,LOW (<50%)
2023-01-30 18:15:00,BUY (BULLISH),2,1.08555,1.08564,2023-01-31 14:00:00,0.0083,LOSS ❌ (0.01%),0,0.16932136,LOW (<50%)
2023-01-31 08:15:00,BUY (BULLISH),2,1.08221,1.0843744199999998,2023-01-31 13:30:00,0.2,WIN ✅ (+0.20%),1,0.74080783,HIGH (>70%)
2023-01-31 09:00:00,BUY (BULLISH),2,1.08178,1.08394356,2023-01-31 13:15:00,0.2,WIN ✅ (+0.20%),1,0.7781107,HIGH (>70%)
2023-01-31 14:15:00,SELL (BEARISH),2,1.08584,1.08366832,2023-01-31 15:15:00,0.2,WIN ✅ (+0.20%),1,0.51835614,MEDIUM (50-70%)
2023-01-31 16:00:00,SELL (BEARISH),2,1.08629,1.09087,2023-02-01 14:00:00,-0.4216,LOSS ❌ (0.42%),0,0.40360722,LOW (<50%)
2023-01-31 18:45:00,SELL (BEARISH),3,1.0872,1.09087,2023-02-01 14:00:00,-0.3376,LOSS ❌ (0.34%),0,0.18007557,LOW (<50%)
2023-01-31 22:45:00,BUY (BULLISH),2,1.08612,1.08829224,2023-02-01 07:45:00,0.2,WIN ✅ (+0.20%),1,0.5996535,MEDIUM (50-70%)
2023-02-01 00:00:00,BUY (BULLISH),2,1.08601,1.08818202,2023-02-01 07:45:00,0.2,WIN ✅ (+0.20%),1,0.82866776,HIGH (>70%)
2023-02-01 02:15:00,BUY (BULLISH),2,1.08546,1.08763092,2023-02-01 06:30:00,0.2,WIN ✅ (+0.20%),1,0.7400023,HIGH (>70%)
2023-02-01 02:45:00,BUY (BULLISH),2,1.08536,1.0875307200000002,2023-02-01 06:30:00,0.2,WIN ✅ (+0.20%),1,0.5942124,MEDIUM (50-70%)
2023-02-01 09:00:00,SELL (BEARISH),2,1.08838,1.09087,2023-02-01 14:00:00,-0.2288,LOSS ❌ (0.23%),0,0.17052944,LOW (<50%)
2023-02-01 10:00:00,SELL (BEARISH),2,1.08854,1.09087,2023-02-01 14:00:00,-0.214,LOSS ❌ (0.21%),0,0.23897918,LOW (<50%)
2023-02-01 10:30:00,SELL (BEARISH),2,1.08876,1.09087,2023-02-01 14:00:00,-0.1938,LOSS ❌ (0.19%),0,0.35874712,LOW (<50%)
2023-02-01 12:30:00,SELL (BEARISH),2,1.08956,1.09087,2023-02-01 14:00:00,-0.1202,LOSS ❌ (0.12%),0,0.1093551,LOW (<50%)
2023-02-01 13:45:00,SELL (BEARISH),2,1.09036,1.09087,2023-02-01 14:00:00,-0.0468,LOSS ❌ (0.05%),0,0.061906457,LOW (<50%)
2023-02-01 19:00:00,SELL (BEARISH),2,1.09115,1.0889677,2023-02-01 19:30:00,0.2,WIN ✅ (+0.20%),1,0.58149457,MEDIUM (50-70%)
