name,trades,ganhos,perdas,wr,avg_ganho,avg_perda,pf,max_dd,sharpe,expectativa,confianca
FAR BELOW + BULLISH_REJECTION,59,13,46,22.033898305084744,0.2019735545466143,-0.30874397397323444,0.1848764271188047,-5361.97104255459,-11.421232769518278,-0.19621299311292878,0.11016949152542371
BASELINE: FAR BELOW POI,62,13,49,20.967741935483872,0.2019735545466143,-0.30597111905353386,0.1751303219603881,-5726.981387701606,-11.887791162789393,-0.19946659071801892,0.10483870967741936
