name,trades,ganhos,perdas,wr,avg_ganho,avg_perda,pf,max_dd,sharpe,expectativa,confianca
BASELINE: FAR DO POI,109,49,60,44.95412844036697,0.45278448443211816,-0.3341748493618767,1.1065285023909568,-19990.568955875962,0.6133197122685036,0.019595860325331976,0.4495412844036697
POI + REJEIÇÃO,103,46,57,44.66019417475729,0.46913389538658534,-0.33789699878698654,1.120457670046389,-19990.568955875962,0.6895342722584297,0.022524565601210633,0.44660194174757284
