<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.04.29	16:30:00	1.16921	1.16926	1.16862	1.16864	884	0	6
2026.04.29	16:45:00	1.16864	1.16875	1.16834	1.16843	668	0	6
2026.04.29	17:00:00	1.16843	1.16845	1.16795	1.16807	625	0	6
2026.04.29	17:15:00	1.16807	1.16851	1.16799	1.16820	859	0	6
2026.04.29	17:30:00	1.16819	1.16843	1.16802	1.16831	969	0	6
2026.04.29	17:45:00	1.16831	1.16887	1.16831	1.16866	832	0	6
2026.04.29	18:00:00	1.16865	1.16902	1.16712	1.16746	2131	0	6
2026.04.29	18:15:00	1.16746	1.16831	1.16739	1.16754	1491	0	6
2026.04.29	18:30:00	1.16753	1.16841	1.16633	1.16637	2166	0	6
2026.04.29	18:45:00	1.16635	1.16733	1.16608	1.16719	1962	0	6
2026.04.29	19:00:00	1.16718	1.16764	1.16667	1.16762	1146	0	6
2026.04.29	19:15:00	1.16762	1.16801	1.16733	1.16742	986	0	6
2026.04.29	19:30:00	1.16742	1.16746	1.16672	1.16710	778	0	6
2026.04.29	19:45:00	1.16710	1.16767	1.16705	1.16760	809	0	6
2026.04.29	20:00:00	1.16759	1.16772	1.16714	1.16722	731	0	6
2026.04.29	20:15:00	1.16722	1.16746	1.16706	1.16739	430	0	6
2026.04.29	20:30:00	1.16739	1.16753	1.16721	1.16743	557	0	6
2026.04.29	20:45:00	1.16743	1.16747	1.16712	1.16731	239	0	6
2026.04.29	21:00:00	1.16730	1.16730	1.16713	1.16721	24	0	6
2026.04.29	21:15:00	1.16705	1.16722	1.16679	1.16720	35	0	44
2026.04.29	21:30:00	1.16720	1.16764	1.16707	1.16737	484	0	26
2026.04.29	21:45:00	1.16737	1.16772	1.16707	1.16713	403	0	35
2026.04.29	22:00:00	1.16713	1.16752	1.16708	1.16721	325	0	6
2026.04.29	22:15:00	1.16722	1.16775	1.16720	1.16772	346	0	6
2026.04.29	22:30:00	1.16772	1.16782	1.16766	1.16772	160	0	6
2026.04.29	22:45:00	1.16772	1.16782	1.16772	1.16775	204	0	6
2026.04.29	23:00:00	1.16775	1.16783	1.16756	1.16771	144	0	6
2026.04.29	23:15:00	1.16772	1.16792	1.16770	1.16792	226	0	6
2026.04.29	23:30:00	1.16792	1.16857	1.16786	1.16857	299	0	6
2026.04.29	23:45:00	1.16857	1.16862	1.16837	1.16843	160	0	6
2026.04.30	00:00:00	1.16843	1.16892	1.16841	1.16870	993	0	6
2026.04.30	00:15:00	1.16870	1.16883	1.16849	1.16852	668	0	6
2026.04.30	00:30:00	1.16852	1.16869	1.16814	1.16819	608	0	6
2026.04.30	00:45:00	1.16819	1.16837	1.16789	1.16789	698	0	6
2026.04.30	01:00:00	1.16789	1.16801	1.16772	1.16795	685	0	6
2026.04.30	01:15:00	1.16795	1.16816	1.16786	1.16786	571	0	6
2026.04.30	01:30:00	1.16786	1.16813	1.16746	1.16750	644	0	6
2026.04.30	01:45:00	1.16750	1.16786	1.16729	1.16741	523	0	6
2026.04.30	02:00:00	1.16741	1.16756	1.16720	1.16754	412	0	6
2026.04.30	02:15:00	1.16754	1.16763	1.16696	1.16708	434	0	6
2026.04.30	02:30:00	1.16707	1.16707	1.16640	1.16644	1183	0	6
2026.04.30	02:45:00	1.16644	1.16667	1.16621	1.16665	441	0	6
2026.04.30	03:00:00	1.16665	1.16708	1.16653	1.16667	569	0	6
2026.04.30	03:15:00	1.16667	1.16699	1.16663	1.16692	493	0	6
2026.04.30	03:30:00	1.16692	1.16697	1.16657	1.16666	395	0	6
2026.04.30	03:45:00	1.16666	1.16667	1.16645	1.16656	304	0	6
2026.04.30	04:00:00	1.16656	1.16658	1.16621	1.16642	480	0	6
2026.04.30	04:15:00	1.16642	1.16643	1.16573	1.16586	532	0	6
2026.04.30	04:30:00	1.16586	1.16592	1.16547	1.16583	689	0	6
2026.04.30	04:45:00	1.16582	1.16606	1.16578	1.16598	578	0	6
2026.04.30	05:00:00	1.16598	1.16643	1.16598	1.16630	588	0	6
2026.04.30	05:15:00	1.16630	1.16640	1.16601	1.16606	403	0	6
2026.04.30	05:30:00	1.16606	1.16641	1.16599	1.16612	572	0	6
2026.04.30	05:45:00	1.16612	1.16619	1.16586	1.16591	409	0	6
2026.04.30	06:00:00	1.16591	1.16649	1.16575	1.16603	704	0	6
2026.04.30	06:15:00	1.16603	1.16657	1.16596	1.16652	687	0	6
2026.04.30	06:30:00	1.16652	1.16701	1.16651	1.16672	1085	0	6
2026.04.30	06:45:00	1.16674	1.16703	1.16660	1.16700	818	0	6
2026.04.30	07:00:00	1.16700	1.16807	1.16697	1.16803	1044	0	6
2026.04.30	07:15:00	1.16802	1.16811	1.16763	1.16809	902	0	6
2026.04.30	07:30:00	1.16808	1.16811	1.16755	1.16785	887	0	6
2026.04.30	07:45:00	1.16785	1.16836	1.16754	1.16791	957	0	6
2026.04.30	08:00:00	1.16791	1.16972	1.16791	1.16899	1879	0	6
2026.04.30	08:15:00	1.16899	1.16909	1.16839	1.16868	1245	0	6
2026.04.30	08:30:00	1.16868	1.16905	1.16824	1.16859	1315	0	6
2026.04.30	08:45:00	1.16859	1.16861	1.16741	1.16795	998	0	6
2026.04.30	09:00:00	1.16794	1.16812	1.16729	1.16802	1407	0	6
2026.04.30	09:15:00	1.16801	1.16863	1.16771	1.16863	1184	0	6
2026.04.30	09:30:00	1.16863	1.16951	1.16848	1.16905	1567	0	6
2026.04.30	09:45:00	1.16905	1.16970	1.16904	1.16941	943	0	6
2026.04.30	10:00:00	1.16941	1.16957	1.16886	1.16892	1126	0	6
2026.04.30	10:15:00	1.16893	1.17069	1.16890	1.17061	1301	0	6
2026.04.30	10:30:00	1.17063	1.17114	1.17022	1.17083	3234	0	6
2026.04.30	10:45:00	1.17083	1.17149	1.17010	1.17145	2445	0	6
2026.04.30	11:00:00	1.17145	1.17193	1.17028	1.17079	2281	0	6
2026.04.30	11:15:00	1.17079	1.17189	1.17066	1.17164	2328	0	6
2026.04.30	11:30:00	1.17164	1.17192	1.17097	1.17158	2096	0	6
2026.04.30	11:45:00	1.17158	1.17189	1.17031	1.17046	1773	0	6
2026.04.30	12:00:00	1.17046	1.17053	1.16976	1.17043	1490	0	6
2026.04.30	12:15:00	1.17052	1.17052	1.16893	1.16980	2011	0	6
2026.04.30	12:30:00	1.17000	1.17025	1.16893	1.16897	1740	0	6
2026.04.30	12:45:00	1.16897	1.16994	1.16891	1.16924	1739	0	6
2026.04.30	13:00:00	1.16924	1.17005	1.16848	1.16935	2462	0	6
2026.04.30	13:15:00	1.16935	1.16936	1.16815	1.16914	1621	0	6
2026.04.30	13:30:00	1.16914	1.16942	1.16831	1.16910	1724	0	6
2026.04.30	13:45:00	1.16910	1.16965	1.16890	1.16898	1628	0	6
2026.04.30	14:00:00	1.16899	1.16998	1.16874	1.16983	1994	0	6
2026.04.30	14:15:00	1.16982	1.17147	1.16977	1.17131	2066	0	6
2026.04.30	14:30:00	1.17131	1.17145	1.17045	1.17137	2138	0	6
2026.04.30	14:45:00	1.17138	1.17330	1.17130	1.17274	2506	0	6
2026.04.30	15:00:00	1.17275	1.17355	1.17225	1.17344	2569	0	6
2026.04.30	15:15:00	1.17343	1.17349	1.17251	1.17265	1783	0	6
2026.04.30	15:30:00	1.17265	1.17333	1.17245	1.17309	1407	0	6
2026.04.30	15:45:00	1.17309	1.17309	1.17229	1.17282	1092	0	6
2026.04.30	16:00:00	1.17282	1.17353	1.17265	1.17314	1149	0	6
2026.04.30	16:15:00	1.17314	1.17322	1.17243	1.17255	1070	0	6
2026.04.30	16:30:00	1.17254	1.17267	1.17234	1.17255	715	0	6
2026.04.30	16:45:00	1.17255	1.17283	1.17226	1.17252	689	0	6
2026.04.30	17:00:00	1.17252	1.17307	1.17241	1.17241	936	0	6
2026.04.30	17:15:00	1.17241	1.17287	1.17218	1.17275	821	0	6
2026.04.30	17:30:00	1.17275	1.17321	1.17263	1.17281	925	0	6
2026.04.30	17:45:00	1.17281	1.17291	1.17244	1.17246	494	0	6
2026.04.30	18:00:00	1.17246	1.17296	1.17246	1.17258	730	0	6
2026.04.30	18:15:00	1.17258	1.17324	1.17256	1.17293	623	0	6
2026.04.30	18:30:00	1.17294	1.17366	1.17294	1.17357	689	0	6
2026.04.30	18:45:00	1.17357	1.17398	1.17352	1.17361	499	0	6
2026.04.30	19:00:00	1.17361	1.17414	1.17359	1.17391	890	0	6
2026.04.30	19:15:00	1.17391	1.17404	1.17320	1.17343	566	0	6
2026.04.30	19:30:00	1.17343	1.17387	1.17329	1.17368	646	0	6
2026.04.30	19:45:00	1.17368	1.17384	1.17333	1.17333	723	0	6
2026.04.30	20:00:00	1.17334	1.17361	1.17292	1.17317	853	0	6
2026.04.30	20:15:00	1.17317	1.17355	1.17317	1.17333	233	0	6
2026.04.30	20:30:00	1.17333	1.17361	1.17303	1.17305	411	0	6
2026.04.30	20:45:00	1.17306	1.17326	1.17300	1.17318	545	0	6
2026.04.30	21:00:00	1.17276	1.17313	1.17276	1.17311	57	0	24
2026.04.30	21:15:00	1.17311	1.17337	1.17291	1.17298	65	0	24
2026.04.30	21:30:00	1.17298	1.17304	1.17289	1.17295	110	0	24
2026.04.30	21:45:00	1.17295	1.17349	1.17295	1.17307	254	0	7
2026.04.30	22:00:00	1.17307	1.17358	1.17305	1.17308	164	0	6
2026.04.30	22:15:00	1.17308	1.17318	1.17306	1.17310	162	0	6
2026.04.30	22:30:00	1.17310	1.17315	1.17290	1.17305	258	0	7
2026.04.30	22:45:00	1.17305	1.17312	1.17295	1.17310	356	0	7
2026.04.30	23:00:00	1.17310	1.17327	1.17309	1.17312	222	0	6
2026.04.30	23:15:00	1.17312	1.17325	1.17311	1.17316	128	0	6
2026.04.30	23:30:00	1.17317	1.17325	1.17294	1.17295	244	0	6
2026.04.30	23:45:00	1.17295	1.17306	1.17280	1.17285	334	0	6
2026.05.01	00:00:00	1.17285	1.17295	1.17240	1.17253	641	0	6
2026.05.01	00:15:00	1.17252	1.17272	1.17239	1.17270	493	0	6
2026.05.01	00:30:00	1.17270	1.17290	1.17261	1.17288	505	0	6
2026.05.01	00:45:00	1.17288	1.17294	1.17268	1.17274	566	0	6
2026.05.01	01:00:00	1.17274	1.17277	1.17248	1.17276	412	0	6
2026.05.01	01:15:00	1.17276	1.17300	1.17252	1.17287	321	0	6
2026.05.01	01:30:00	1.17287	1.17325	1.17287	1.17304	362	0	6
2026.05.01	01:45:00	1.17304	1.17317	1.17301	1.17308	365	0	6
2026.05.01	02:00:00	1.17308	1.17338	1.17303	1.17325	343	0	6
2026.05.01	02:15:00	1.17325	1.17337	1.17315	1.17325	265	0	6
2026.05.01	02:30:00	1.17325	1.17336	1.17309	1.17318	309	0	6
2026.05.01	02:45:00	1.17318	1.17337	1.17291	1.17333	313	0	6
2026.05.01	03:00:00	1.17333	1.17342	1.17322	1.17342	321	0	6
2026.05.01	03:15:00	1.17342	1.17360	1.17334	1.17355	290	0	6
2026.05.01	03:30:00	1.17355	1.17361	1.17319	1.17321	397	0	6
2026.05.01	03:45:00	1.17321	1.17332	1.17303	1.17308	303	0	6
2026.05.01	04:00:00	1.17308	1.17319	1.17273	1.17287	575	0	6
2026.05.01	04:15:00	1.17287	1.17291	1.17260	1.17261	320	0	6
2026.05.01	04:30:00	1.17261	1.17273	1.17256	1.17267	197	0	6
2026.05.01	04:45:00	1.17267	1.17273	1.17257	1.17265	267	0	6
2026.05.01	05:00:00	1.17265	1.17269	1.17247	1.17250	394	0	6
2026.05.01	05:15:00	1.17250	1.17252	1.17236	1.17241	249	0	6
2026.05.01	05:30:00	1.17241	1.17260	1.17237	1.17250	349	0	6
2026.05.01	05:45:00	1.17250	1.17250	1.17215	1.17221	402	0	6
2026.05.01	06:00:00	1.17221	1.17240	1.17210	1.17218	536	0	6
2026.05.01	06:15:00	1.17218	1.17223	1.17192	1.17204	494	0	6
2026.05.01	06:30:00	1.17204	1.17213	1.17185	1.17212	559	0	6
2026.05.01	06:45:00	1.17212	1.17447	1.17211	1.17352	2431	0	6
2026.05.01	07:00:00	1.17352	1.17386	1.17315	1.17339	1787	0	6
2026.05.01	07:15:00	1.17339	1.17397	1.17312	1.17392	1186	0	6
2026.05.01	07:30:00	1.17392	1.17396	1.17322	1.17366	1186	0	6
2026.05.01	07:45:00	1.17365	1.17417	1.17311	1.17341	968	0	6
2026.05.01	08:00:00	1.17342	1.17384	1.17316	1.17322	1002	0	6
2026.05.01	08:15:00	1.17322	1.17478	1.17318	1.17441	786	0	6
2026.05.01	08:30:00	1.17441	1.17471	1.17416	1.17445	779	0	6
2026.05.01	08:45:00	1.17445	1.17456	1.17415	1.17432	774	0	6
2026.05.01	09:00:00	1.17432	1.17436	1.17365	1.17376	669	0	6
2026.05.01	09:15:00	1.17376	1.17388	1.17325	1.17336	641	0	6
2026.05.01	09:30:00	1.17335	1.17382	1.17332	1.17367	633	0	6
2026.05.01	09:45:00	1.17365	1.17371	1.17305	1.17311	713	0	6
2026.05.01	10:00:00	1.17311	1.17420	1.17305	1.17415	667	0	6
2026.05.01	10:15:00	1.17415	1.17440	1.17406	1.17418	544	0	6
2026.05.01	10:30:00	1.17419	1.17435	1.17390	1.17402	509	0	6
2026.05.01	10:45:00	1.17402	1.17455	1.17401	1.17444	536	0	6
2026.05.01	11:00:00	1.17444	1.17507	1.17437	1.17506	716	0	6
2026.05.01	11:15:00	1.17506	1.17580	1.17496	1.17551	860	0	6
2026.05.01	11:30:00	1.17551	1.17567	1.17473	1.17478	676	0	6
2026.05.01	11:45:00	1.17478	1.17513	1.17454	1.17511	567	0	6
2026.05.01	12:00:00	1.17511	1.17613	1.17480	1.17583	1207	0	6
2026.05.01	12:15:00	1.17581	1.17686	1.17572	1.17652	1589	0	6
2026.05.01	12:30:00	1.17652	1.17665	1.17591	1.17593	1106	0	6
2026.05.01	12:45:00	1.17593	1.17616	1.17561	1.17572	803	0	6
2026.05.01	13:00:00	1.17572	1.17620	1.17562	1.17590	955	0	6
2026.05.01	13:15:00	1.17590	1.17611	1.17527	1.17547	950	0	6
2026.05.01	13:30:00	1.17546	1.17580	1.17523	1.17529	1261	0	6
2026.05.01	13:45:00	1.17530	1.17633	1.17436	1.17618	2044	0	6
2026.05.01	14:00:00	1.17618	1.17830	1.17599	1.17784	2406	0	6
2026.05.01	14:15:00	1.17785	1.17850	1.17757	1.17788	1741	0	6
2026.05.01	14:30:00	1.17788	1.17802	1.17672	1.17701	1513	0	6
2026.05.01	14:45:00	1.17701	1.17732	1.17639	1.17671	1488	0	6
2026.05.01	15:00:00	1.17671	1.17699	1.17642	1.17694	1418	0	6
2026.05.01	15:15:00	1.17694	1.17704	1.17621	1.17638	1047	0	6
2026.05.01	15:30:00	1.17639	1.17678	1.17610	1.17637	1013	0	6
2026.05.01	15:45:00	1.17637	1.17683	1.17531	1.17547	1643	0	6
2026.05.01	16:00:00	1.17547	1.17568	1.17505	1.17532	941	0	6
2026.05.01	16:15:00	1.17532	1.17561	1.17465	1.17476	1324	0	6
2026.05.01	16:30:00	1.17476	1.17487	1.17420	1.17449	975	0	6
2026.05.01	16:45:00	1.17449	1.17451	1.17374	1.17378	647	0	6
2026.05.01	17:00:00	1.17378	1.17402	1.17351	1.17367	572	0	6
2026.05.01	17:15:00	1.17367	1.17391	1.17345	1.17365	584	0	6
2026.05.01	17:30:00	1.17365	1.17376	1.17289	1.17303	613	0	6
2026.05.01	17:45:00	1.17303	1.17371	1.17292	1.17328	617	0	6
2026.05.01	18:00:00	1.17328	1.17337	1.17233	1.17252	854	0	6
2026.05.01	18:15:00	1.17253	1.17277	1.17194	1.17235	836	0	6
2026.05.01	18:30:00	1.17236	1.17263	1.17192	1.17259	974	0	6
2026.05.01	18:45:00	1.17258	1.17291	1.17241	1.17270	608	0	6
2026.05.01	19:00:00	1.17270	1.17281	1.17233	1.17242	500	0	6
2026.05.01	19:15:00	1.17242	1.17250	1.17223	1.17225	373	0	6
2026.05.01	19:30:00	1.17225	1.17231	1.17198	1.17203	466	0	6
2026.05.01	19:45:00	1.17203	1.17208	1.17175	1.17193	415	0	6
2026.05.01	20:00:00	1.17193	1.17222	1.17190	1.17201	361	0	6
2026.05.01	20:15:00	1.17201	1.17204	1.17165	1.17165	230	0	6
2026.05.01	20:30:00	1.17165	1.17190	1.17152	1.17190	269	0	6
2026.05.01	20:45:00	1.17190	1.17206	1.17149	1.17155	613	0	6
2026.05.03	21:00:00	1.17456	1.17468	1.17434	1.17464	85	0	32
2026.05.03	21:15:00	1.17459	1.17481	1.17422	1.17473	174	0	24
2026.05.03	21:30:00	1.17473	1.17480	1.17453	1.17461	83	0	18
2026.05.03	21:45:00	1.17461	1.17461	1.17403	1.17409	191	0	6
2026.05.03	22:00:00	1.17409	1.17417	1.17332	1.17336	551	0	6
2026.05.03	22:15:00	1.17336	1.17337	1.17266	1.17318	342	0	6
2026.05.03	22:30:00	1.17318	1.17359	1.17315	1.17353	318	0	6
2026.05.03	22:45:00	1.17353	1.17357	1.17302	1.17329	184	0	6
2026.05.03	23:00:00	1.17329	1.17329	1.17301	1.17321	205	0	6
2026.05.03	23:15:00	1.17321	1.17321	1.17301	1.17305	181	0	6
2026.05.03	23:30:00	1.17305	1.17320	1.17263	1.17263	208	0	6
2026.05.03	23:45:00	1.17263	1.17298	1.17247	1.17255	444	0	6
2026.05.04	00:00:00	1.17255	1.17286	1.17237	1.17252	925	0	6
2026.05.04	00:15:00	1.17252	1.17264	1.17212	1.17232	629	0	6
2026.05.04	00:30:00	1.17232	1.17258	1.17230	1.17243	527	0	6
2026.05.04	00:45:00	1.17243	1.17272	1.17233	1.17268	628	0	6
2026.05.04	01:00:00	1.17268	1.17269	1.17198	1.17223	756	0	6
2026.05.04	01:15:00	1.17223	1.17292	1.17210	1.17221	743	0	6
2026.05.04	01:30:00	1.17221	1.17254	1.17209	1.17252	703	0	6
2026.05.04	01:45:00	1.17252	1.17261	1.17221	1.17248	525	0	6
2026.05.04	02:00:00	1.17249	1.17277	1.17232	1.17267	550	0	6
2026.05.04	02:15:00	1.17267	1.17267	1.17223	1.17223	471	0	6
2026.05.04	02:30:00	1.17223	1.17261	1.17222	1.17255	439	0	6
2026.05.04	02:45:00	1.17255	1.17284	1.17251	1.17271	393	0	6
2026.05.04	03:00:00	1.17271	1.17282	1.17248	1.17268	342	0	6
2026.05.04	03:15:00	1.17268	1.17270	1.17249	1.17259	327	0	6
2026.05.04	03:30:00	1.17258	1.17264	1.17242	1.17258	374	0	6
2026.05.04	03:45:00	1.17258	1.17386	1.17258	1.17372	2378	0	6
2026.05.04	04:00:00	1.17372	1.17380	1.17330	1.17330	809	0	6
2026.05.04	04:15:00	1.17330	1.17333	1.17288	1.17294	432	0	6
2026.05.04	04:30:00	1.17294	1.17300	1.17273	1.17278	396	0	6
2026.05.04	04:45:00	1.17278	1.17290	1.17274	1.17289	229	0	6
2026.05.04	05:00:00	1.17289	1.17311	1.17274	1.17280	463	0	6
2026.05.04	05:15:00	1.17280	1.17321	1.17262	1.17264	826	0	6
2026.05.04	05:30:00	1.17264	1.17288	1.17254	1.17285	540	0	6
2026.05.04	05:45:00	1.17285	1.17316	1.17279	1.17304	593	0	6
2026.05.04	06:00:00	1.17305	1.17354	1.17298	1.17347	702	0	6
2026.05.04	06:15:00	1.17347	1.17369	1.17338	1.17352	554	0	6
2026.05.04	06:30:00	1.17352	1.17364	1.17271	1.17279	931	0	6
2026.05.04	06:45:00	1.17279	1.17312	1.17212	1.17286	987	0	6
2026.05.04	07:00:00	1.17284	1.17288	1.17234	1.17258	957	0	6
2026.05.04	07:15:00	1.17258	1.17281	1.17199	1.17204	745	0	6
2026.05.04	07:30:00	1.17204	1.17242	1.17181	1.17182	762	0	6
2026.05.04	07:45:00	1.17182	1.17214	1.17150	1.17174	626	0	6
2026.05.04	08:00:00	1.17175	1.17175	1.17111	1.17156	958	0	6
2026.05.04	08:15:00	1.17156	1.17186	1.17132	1.17180	763	0	6
2026.05.04	08:30:00	1.17180	1.17216	1.17175	1.17201	552	0	6
2026.05.04	08:45:00	1.17201	1.17229	1.17181	1.17189	682	0	6
2026.05.04	09:00:00	1.17189	1.17234	1.17176	1.17192	702	0	6
2026.05.04	09:15:00	1.17192	1.17204	1.17157	1.17184	637	0	6
2026.05.04	09:30:00	1.17184	1.17209	1.17178	1.17201	461	0	6
2026.05.04	09:45:00	1.17201	1.17203	1.17164	1.17171	518	0	6
2026.05.04	10:00:00	1.17170	1.17171	1.16929	1.16962	2730	0	6
2026.05.04	10:15:00	1.16962	1.17036	1.16885	1.17026	2195	0	6
2026.05.04	10:30:00	1.17026	1.17140	1.17020	1.17099	1966	0	6
2026.05.04	10:45:00	1.17099	1.17125	1.17029	1.17047	975	0	6
2026.05.04	11:00:00	1.17047	1.17084	1.16963	1.16963	1347	0	6
2026.05.04	11:15:00	1.16963	1.17018	1.16954	1.17004	921	0	6
2026.05.04	11:30:00	1.17004	1.17011	1.16951	1.16992	1169	0	6
2026.05.04	11:45:00	1.16992	1.17001	1.16926	1.16929	909	0	6
2026.05.04	12:00:00	1.16929	1.17019	1.16918	1.17016	894	0	6
2026.05.04	12:15:00	1.17016	1.17096	1.17004	1.17084	1494	0	6
2026.05.04	12:30:00	1.17083	1.17110	1.17051	1.17080	982	0	6
2026.05.04	12:45:00	1.17080	1.17122	1.17070	1.17090	777	0	6
2026.05.04	13:00:00	1.17091	1.17136	1.17017	1.17092	2050	0	6
2026.05.04	13:15:00	1.17092	1.17100	1.17048	1.17070	953	0	6
2026.05.04	13:30:00	1.17070	1.17175	1.17060	1.17155	1406	0	6
2026.05.04	13:45:00	1.17154	1.17172	1.17128	1.17146	1220	0	6
2026.05.04	14:00:00	1.17145	1.17147	1.17065	1.17093	1465	0	6
2026.05.04	14:15:00	1.17093	1.17154	1.17088	1.17136	1091	0	6
2026.05.04	14:30:00	1.17136	1.17161	1.17081	1.17082	968	0	6
2026.05.04	14:45:00	1.17082	1.17100	1.17041	1.17070	1329	0	6
2026.05.04	15:00:00	1.17069	1.17153	1.17044	1.17107	1641	0	6
2026.05.04	15:15:00	1.17107	1.17151	1.16963	1.17016	2436	0	6
2026.05.04	15:30:00	1.17016	1.17022	1.16961	1.17004	1741	0	6
2026.05.04	15:45:00	1.17004	1.17028	1.16938	1.16972	1740	0	6
2026.05.04	16:00:00	1.16971	1.17007	1.16848	1.16851	2010	0	6
2026.05.04	16:15:00	1.16851	1.16969	1.16840	1.16904	2051	0	6
2026.05.04	16:30:00	1.16904	1.16929	1.16834	1.16834	1404	0	6
2026.05.04	16:45:00	1.16834	1.16853	1.16808	1.16820	969	0	6
2026.05.04	17:00:00	1.16820	1.16896	1.16812	1.16887	1109	0	6
2026.05.04	17:15:00	1.16886	1.16957	1.16879	1.16950	1277	0	6
2026.05.04	17:30:00	1.16950	1.16968	1.16910	1.16927	889	0	6
2026.05.04	17:45:00	1.16927	1.16944	1.16908	1.16932	429	0	6
2026.05.04	18:00:00	1.16932	1.16966	1.16913	1.16941	620	0	6
2026.05.04	18:15:00	1.16941	1.16941	1.16887	1.16912	774	0	6
2026.05.04	18:30:00	1.16912	1.16926	1.16902	1.16904	656	0	6
2026.05.04	18:45:00	1.16904	1.16975	1.16879	1.16969	868	0	6
2026.05.04	19:00:00	1.16969	1.17003	1.16932	1.16974	1287	0	6
2026.05.04	19:15:00	1.16974	1.17020	1.16969	1.16994	804	0	6
2026.05.04	19:30:00	1.16994	1.17005	1.16975	1.16985	476	0	6
2026.05.04	19:45:00	1.16985	1.16986	1.16937	1.16947	692	0	6
2026.05.04	20:00:00	1.16947	1.16947	1.16908	1.16908	327	0	6
2026.05.04	20:15:00	1.16908	1.16909	1.16868	1.16893	310	0	6
2026.05.04	20:30:00	1.16893	1.16917	1.16887	1.16913	303	0	6
2026.05.04	20:45:00	1.16913	1.16922	1.16905	1.16909	233	0	6
2026.05.04	21:00:00	1.16868	1.16900	1.16853	1.16891	28	0	24
2026.05.04	21:15:00	1.16891	1.16910	1.16876	1.16905	62	0	24
2026.05.04	21:30:00	1.16905	1.16914	1.16898	1.16900	76	0	24
2026.05.04	21:45:00	1.16900	1.16904	1.16866	1.16895	117	0	13
2026.05.04	22:00:00	1.16891	1.16922	1.16884	1.16891	180	0	6
2026.05.04	22:15:00	1.16891	1.16906	1.16886	1.16904	96	0	6
2026.05.04	22:30:00	1.16905	1.16913	1.16902	1.16908	113	0	6
2026.05.04	22:45:00	1.16908	1.16908	1.16895	1.16898	140	0	7
2026.05.04	23:00:00	1.16898	1.16909	1.16894	1.16907	151	0	7
2026.05.04	23:15:00	1.16907	1.16920	1.16906	1.16914	69	0	6
2026.05.04	23:30:00	1.16914	1.16927	1.16909	1.16914	101	0	6
2026.05.04	23:45:00	1.16914	1.16919	1.16909	1.16914	139	0	6
2026.05.05	00:00:00	1.16914	1.16937	1.16905	1.16928	417	0	6
2026.05.05	00:15:00	1.16928	1.16928	1.16857	1.16868	406	0	6
2026.05.05	00:30:00	1.16868	1.16869	1.16848	1.16859	232	0	6
2026.05.05	00:45:00	1.16860	1.16887	1.16858	1.16861	312	0	6
2026.05.05	01:00:00	1.16861	1.16863	1.16838	1.16839	373	0	6
2026.05.05	01:15:00	1.16839	1.16850	1.16794	1.16815	392	0	6
2026.05.05	01:30:00	1.16815	1.16876	1.16808	1.16847	513	0	6
2026.05.05	01:45:00	1.16847	1.16880	1.16844	1.16864	365	0	6
2026.05.05	02:00:00	1.16865	1.16882	1.16861	1.16864	416	0	6
2026.05.05	02:15:00	1.16864	1.16904	1.16860	1.16895	287	0	6
2026.05.05	02:30:00	1.16895	1.16910	1.16888	1.16908	320	0	6
2026.05.05	02:45:00	1.16904	1.16912	1.16869	1.16872	304	0	6
2026.05.05	03:00:00	1.16872	1.16873	1.16847	1.16868	235	0	6
2026.05.05	03:15:00	1.16868	1.16878	1.16863	1.16868	186	0	6
2026.05.05	03:30:00	1.16868	1.16869	1.16843	1.16850	180	0	6
2026.05.05	03:45:00	1.16850	1.16855	1.16833	1.16837	203	0	6
2026.05.05	04:00:00	1.16836	1.16856	1.16832	1.16854	209	0	6
2026.05.05	04:15:00	1.16854	1.16864	1.16853	1.16859	233	0	6
2026.05.05	04:30:00	1.16859	1.16871	1.16838	1.16840	451	0	6
2026.05.05	04:45:00	1.16840	1.16840	1.16765	1.16774	433	0	6
2026.05.05	05:00:00	1.16774	1.16798	1.16762	1.16788	437	0	6
2026.05.05	05:15:00	1.16788	1.16815	1.16772	1.16795	301	0	6
2026.05.05	05:30:00	1.16795	1.16841	1.16794	1.16834	655	0	6
2026.05.05	05:45:00	1.16834	1.16842	1.16807	1.16828	458	0	6
2026.05.05	06:00:00	1.16828	1.16871	1.16815	1.16853	871	0	6
2026.05.05	06:15:00	1.16853	1.16862	1.16792	1.16845	637	0	6
2026.05.05	06:30:00	1.16845	1.16893	1.16837	1.16870	776	0	6
2026.05.05	06:45:00	1.16872	1.16879	1.16847	1.16856	668	0	6
2026.05.05	07:00:00	1.16856	1.16928	1.16854	1.16893	1007	0	6
2026.05.05	07:15:00	1.16893	1.16910	1.16873	1.16874	627	0	6
2026.05.05	07:30:00	1.16874	1.16965	1.16863	1.16916	988	0	6
2026.05.05	07:45:00	1.16916	1.16930	1.16887	1.16887	773	0	6
2026.05.05	08:00:00	1.16887	1.16930	1.16882	1.16912	759	0	6
2026.05.05	08:15:00	1.16912	1.16964	1.16912	1.16941	662	0	6
2026.05.05	08:30:00	1.16939	1.16947	1.16846	1.16870	785	0	6
2026.05.05	08:45:00	1.16870	1.16906	1.16851	1.16885	748	0	6
2026.05.05	09:00:00	1.16885	1.16901	1.16835	1.16859	1094	0	6
