<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.05.05	09:15:00	1.16859	1.16866	1.16808	1.16861	873	0	6
2026.05.05	09:30:00	1.16861	1.16913	1.16861	1.16909	837	0	6
2026.05.05	09:45:00	1.16909	1.16926	1.16859	1.16900	713	0	6
2026.05.05	10:00:00	1.16900	1.16903	1.16868	1.16891	515	0	6
2026.05.05	10:15:00	1.16891	1.16952	1.16885	1.16943	496	0	6
2026.05.05	10:30:00	1.16943	1.16975	1.16878	1.16889	786	0	6
2026.05.05	10:45:00	1.16889	1.16895	1.16870	1.16892	404	0	6
2026.05.05	11:00:00	1.16891	1.16899	1.16830	1.16856	851	0	6
2026.05.05	11:15:00	1.16856	1.16934	1.16830	1.16924	884	0	6
2026.05.05	11:30:00	1.16924	1.16943	1.16893	1.16898	667	0	6
2026.05.05	11:45:00	1.16898	1.16913	1.16874	1.16888	585	0	6
2026.05.05	12:00:00	1.16887	1.16921	1.16850	1.16903	1528	0	6
2026.05.05	12:15:00	1.16906	1.16974	1.16905	1.16961	1364	0	6
2026.05.05	12:30:00	1.16960	1.16968	1.16899	1.16905	784	0	6
2026.05.05	12:45:00	1.16905	1.16928	1.16898	1.16921	732	0	6
2026.05.05	13:00:00	1.16921	1.17034	1.16917	1.17005	1067	0	6
2026.05.05	13:15:00	1.17005	1.17043	1.16998	1.17006	890	0	6
2026.05.05	13:30:00	1.17006	1.17031	1.16975	1.16978	1236	0	6
2026.05.05	13:45:00	1.16978	1.17005	1.16962	1.16972	1137	0	6
2026.05.05	14:00:00	1.16972	1.17055	1.16956	1.16975	1576	0	6
2026.05.05	14:15:00	1.16977	1.17042	1.16911	1.17018	1860	0	6
2026.05.05	14:30:00	1.17019	1.17039	1.16972	1.17024	1266	0	6
2026.05.05	14:45:00	1.17024	1.17056	1.16983	1.17054	1242	0	6
2026.05.05	15:00:00	1.17054	1.17103	1.17048	1.17058	1080	0	6
2026.05.05	15:15:00	1.17058	1.17059	1.17008	1.17056	975	0	6
2026.05.05	15:30:00	1.17055	1.17131	1.17032	1.17115	927	0	6
2026.05.05	15:45:00	1.17115	1.17133	1.17062	1.17062	885	0	6
2026.05.05	16:00:00	1.17062	1.17086	1.17016	1.17016	578	0	6
2026.05.05	16:15:00	1.17016	1.17019	1.16983	1.17001	568	0	6
2026.05.05	16:30:00	1.17001	1.17029	1.16977	1.17026	523	0	6
2026.05.05	16:45:00	1.17026	1.17032	1.16985	1.16991	576	0	6
2026.05.05	17:00:00	1.16990	1.17013	1.16958	1.16970	648	0	6
2026.05.05	17:15:00	1.16970	1.16994	1.16968	1.16990	555	0	6
2026.05.05	17:30:00	1.16990	1.17039	1.16986	1.16995	785	0	6
2026.05.05	17:45:00	1.16994	1.17011	1.16976	1.16984	483	0	6
2026.05.05	18:00:00	1.16984	1.17002	1.16975	1.16984	317	0	6
2026.05.05	18:15:00	1.16984	1.17005	1.16980	1.16990	236	0	6
2026.05.05	18:30:00	1.16990	1.16997	1.16967	1.16986	337	0	6
2026.05.05	18:45:00	1.16986	1.17006	1.16985	1.16996	284	0	6
2026.05.05	19:00:00	1.16996	1.17009	1.16973	1.16975	332	0	6
2026.05.05	19:15:00	1.16975	1.16976	1.16946	1.16951	243	0	6
2026.05.05	19:30:00	1.16951	1.16965	1.16950	1.16953	289	0	6
2026.05.05	19:45:00	1.16953	1.16967	1.16940	1.16951	435	0	6
2026.05.05	20:00:00	1.16950	1.16966	1.16946	1.16959	342	0	6
2026.05.05	20:15:00	1.16959	1.16959	1.16939	1.16943	235	0	6
2026.05.05	20:30:00	1.16943	1.16944	1.16922	1.16922	167	0	6
2026.05.05	20:45:00	1.16923	1.16946	1.16920	1.16925	219	0	8
2026.05.05	21:00:00	1.16919	1.16935	1.16919	1.16928	54	0	18
2026.05.05	21:15:00	1.16928	1.16930	1.16925	1.16926	72	0	18
2026.05.05	21:30:00	1.16926	1.16931	1.16923	1.16925	62	0	18
2026.05.05	21:45:00	1.16925	1.16934	1.16922	1.16930	59	0	8
2026.05.05	22:00:00	1.16930	1.16949	1.16930	1.16937	150	0	8
2026.05.05	22:15:00	1.16937	1.16937	1.16914	1.16925	122	0	8
2026.05.05	22:30:00	1.16925	1.16934	1.16916	1.16932	170	0	8
2026.05.05	22:45:00	1.16932	1.17092	1.16927	1.17053	987	0	8
2026.05.05	23:00:00	1.17053	1.17241	1.17049	1.17229	913	0	8
2026.05.05	23:15:00	1.17229	1.17252	1.17173	1.17173	793	0	8
2026.05.05	23:30:00	1.17173	1.17211	1.17160	1.17161	550	0	8
2026.05.05	23:45:00	1.17161	1.17175	1.17143	1.17144	469	0	8
2026.05.06	00:00:00	1.17144	1.17164	1.17120	1.17126	1349	0	6
2026.05.06	00:15:00	1.17126	1.17178	1.17110	1.17135	787	0	6
2026.05.06	00:30:00	1.17135	1.17201	1.17130	1.17193	777	0	6
2026.05.06	00:45:00	1.17190	1.17212	1.17168	1.17199	551	0	6
2026.05.06	01:00:00	1.17196	1.17213	1.17174	1.17192	788	0	6
2026.05.06	01:15:00	1.17192	1.17249	1.17186	1.17221	659	0	6
2026.05.06	01:30:00	1.17221	1.17230	1.17181	1.17229	695	0	6
2026.05.06	01:45:00	1.17230	1.17258	1.17206	1.17210	762	0	6
2026.05.06	02:00:00	1.17210	1.17246	1.17209	1.17210	739	0	6
2026.05.06	02:15:00	1.17210	1.17231	1.17177	1.17181	553	0	6
2026.05.06	02:30:00	1.17181	1.17194	1.17160	1.17162	424	0	6
2026.05.06	02:45:00	1.17162	1.17180	1.17153	1.17171	392	0	6
2026.05.06	03:00:00	1.17171	1.17218	1.17165	1.17211	549	0	6
2026.05.06	03:15:00	1.17211	1.17218	1.17185	1.17200	385	0	6
2026.05.06	03:30:00	1.17200	1.17228	1.17174	1.17201	511	0	6
2026.05.06	03:45:00	1.17201	1.17203	1.17160	1.17175	364	0	6
2026.05.06	04:00:00	1.17175	1.17179	1.17160	1.17179	227	0	6
2026.05.06	04:15:00	1.17179	1.17281	1.17171	1.17280	647	0	6
2026.05.06	04:30:00	1.17280	1.17363	1.17261	1.17330	2239	0	6
2026.05.06	04:45:00	1.17329	1.17426	1.17304	1.17366	2130	0	6
2026.05.06	05:00:00	1.17366	1.17379	1.17334	1.17335	1137	0	6
2026.05.06	05:15:00	1.17335	1.17338	1.17297	1.17328	618	0	6
2026.05.06	05:30:00	1.17328	1.17330	1.17310	1.17320	381	0	6
2026.05.06	05:45:00	1.17320	1.17332	1.17304	1.17328	487	0	6
2026.05.06	06:00:00	1.17328	1.17350	1.17302	1.17323	976	0	6
2026.05.06	06:15:00	1.17323	1.17347	1.17302	1.17323	768	0	6
2026.05.06	06:30:00	1.17323	1.17336	1.17280	1.17313	827	0	6
2026.05.06	06:45:00	1.17313	1.17353	1.17308	1.17331	529	0	6
2026.05.06	07:00:00	1.17331	1.17365	1.17280	1.17281	951	0	6
2026.05.06	07:15:00	1.17281	1.17307	1.17266	1.17299	797	0	6
2026.05.06	07:30:00	1.17298	1.17305	1.17240	1.17276	647	0	6
2026.05.06	07:45:00	1.17276	1.17379	1.17275	1.17373	1316	0	6
2026.05.06	08:00:00	1.17371	1.17395	1.17329	1.17334	1212	0	6
2026.05.06	08:15:00	1.17334	1.17378	1.17326	1.17375	674	0	6
2026.05.06	08:30:00	1.17376	1.17494	1.17370	1.17476	914	0	6
2026.05.06	08:45:00	1.17476	1.17705	1.17470	1.17620	2917	0	6
2026.05.06	09:00:00	1.17620	1.17642	1.17559	1.17592	1554	0	6
2026.05.06	09:15:00	1.17592	1.17694	1.17587	1.17662	1254	0	6
2026.05.06	09:30:00	1.17661	1.17734	1.17648	1.17712	1199	0	6
2026.05.06	09:45:00	1.17711	1.17767	1.17706	1.17748	873	0	6
2026.05.06	10:00:00	1.17748	1.17769	1.17685	1.17687	933	0	6
2026.05.06	10:15:00	1.17687	1.17701	1.17662	1.17690	889	0	6
2026.05.06	10:30:00	1.17690	1.17837	1.17690	1.17827	1156	0	6
2026.05.06	10:45:00	1.17827	1.17965	1.17792	1.17887	2070	0	6
2026.05.06	11:00:00	1.17887	1.17914	1.17822	1.17843	1679	0	6
2026.05.06	11:15:00	1.17843	1.17894	1.17818	1.17848	1075	0	6
2026.05.06	11:30:00	1.17848	1.17864	1.17738	1.17751	1270	0	6
2026.05.06	11:45:00	1.17751	1.17763	1.17679	1.17696	1214	0	6
2026.05.06	12:00:00	1.17696	1.17698	1.17521	1.17560	1477	0	6
2026.05.06	12:15:00	1.17560	1.17621	1.17513	1.17600	1957	0	6
2026.05.06	12:30:00	1.17602	1.17637	1.17555	1.17609	1112	0	6
2026.05.06	12:45:00	1.17609	1.17609	1.17525	1.17533	1210	0	6
2026.05.06	13:00:00	1.17532	1.17589	1.17461	1.17554	1881	0	6
2026.05.06	13:15:00	1.17554	1.17576	1.17493	1.17505	1352	0	6
2026.05.06	13:30:00	1.17505	1.17560	1.17468	1.17513	1677	0	6
2026.05.06	13:45:00	1.17513	1.17548	1.17493	1.17514	1128	0	6
2026.05.06	14:00:00	1.17514	1.17518	1.17446	1.17477	1395	0	6
2026.05.06	14:15:00	1.17477	1.17517	1.17454	1.17465	1149	0	6
2026.05.06	14:30:00	1.17465	1.17618	1.17461	1.17616	1365	0	6
2026.05.06	14:45:00	1.17616	1.17627	1.17545	1.17548	1792	0	6
2026.05.06	15:00:00	1.17548	1.17551	1.17483	1.17498	1149	0	6
2026.05.06	15:15:00	1.17498	1.17539	1.17493	1.17528	880	0	6
2026.05.06	15:30:00	1.17528	1.17581	1.17516	1.17552	997	0	6
2026.05.06	15:45:00	1.17555	1.17570	1.17521	1.17525	852	0	6
2026.05.06	16:00:00	1.17524	1.17532	1.17489	1.17511	932	0	6
2026.05.06	16:15:00	1.17511	1.17526	1.17497	1.17506	638	0	6
2026.05.06	16:30:00	1.17506	1.17527	1.17493	1.17501	540	0	6
2026.05.06	16:45:00	1.17501	1.17501	1.17415	1.17440	1028	0	6
2026.05.06	17:00:00	1.17440	1.17527	1.17425	1.17513	741	0	6
2026.05.06	17:15:00	1.17513	1.17553	1.17503	1.17531	457	0	6
2026.05.06	17:30:00	1.17532	1.17536	1.17455	1.17467	427	0	6
2026.05.06	17:45:00	1.17467	1.17480	1.17445	1.17479	605	0	6
2026.05.06	18:00:00	1.17479	1.17494	1.17453	1.17458	820	0	6
2026.05.06	18:15:00	1.17458	1.17482	1.17444	1.17454	563	0	6
2026.05.06	18:30:00	1.17454	1.17479	1.17453	1.17468	343	0	6
2026.05.06	18:45:00	1.17468	1.17513	1.17455	1.17491	608	0	6
2026.05.06	19:00:00	1.17491	1.17541	1.17485	1.17532	631	0	6
2026.05.06	19:15:00	1.17532	1.17553	1.17525	1.17532	401	0	6
2026.05.06	19:30:00	1.17532	1.17532	1.17485	1.17486	480	0	6
2026.05.06	19:45:00	1.17486	1.17516	1.17472	1.17474	733	0	6
2026.05.06	20:00:00	1.17473	1.17499	1.17461	1.17492	396	0	6
2026.05.06	20:15:00	1.17492	1.17503	1.17479	1.17480	154	0	6
2026.05.06	20:30:00	1.17480	1.17483	1.17449	1.17453	324	0	6
2026.05.06	20:45:00	1.17453	1.17487	1.17444	1.17486	201	0	6
2026.05.06	21:00:00	1.17427	1.17466	1.17427	1.17466	22	0	28
2026.05.06	21:15:00	1.17469	1.17479	1.17463	1.17477	130	0	24
2026.05.06	21:30:00	1.17477	1.17498	1.17474	1.17495	103	0	24
2026.05.06	21:45:00	1.17497	1.17498	1.17488	1.17495	107	0	12
2026.05.06	22:00:00	1.17495	1.17504	1.17491	1.17502	121	0	6
2026.05.06	22:15:00	1.17502	1.17508	1.17492	1.17494	79	0	6
2026.05.06	22:30:00	1.17492	1.17510	1.17492	1.17509	157	0	6
2026.05.06	22:45:00	1.17509	1.17510	1.17494	1.17502	167	0	6
2026.05.06	23:00:00	1.17502	1.17517	1.17496	1.17510	137	0	6
2026.05.06	23:15:00	1.17510	1.17511	1.17484	1.17489	82	0	6
2026.05.06	23:30:00	1.17489	1.17490	1.17479	1.17483	135	0	6
2026.05.06	23:45:00	1.17483	1.17492	1.17461	1.17477	202	0	6
2026.05.07	00:00:00	1.17477	1.17538	1.17465	1.17538	1241	0	6
2026.05.07	00:15:00	1.17538	1.17538	1.17471	1.17483	652	0	6
2026.05.07	00:30:00	1.17483	1.17506	1.17468	1.17481	531	0	6
2026.05.07	00:45:00	1.17481	1.17492	1.17466	1.17483	483	0	6
2026.05.07	01:00:00	1.17483	1.17556	1.17462	1.17538	771	0	6
2026.05.07	01:15:00	1.17538	1.17576	1.17537	1.17566	941	0	6
2026.05.07	01:30:00	1.17566	1.17624	1.17553	1.17623	681	0	6
2026.05.07	01:45:00	1.17623	1.17631	1.17580	1.17587	593	0	6
2026.05.07	02:00:00	1.17587	1.17607	1.17556	1.17562	435	0	6
2026.05.07	02:15:00	1.17562	1.17570	1.17545	1.17563	323	0	6
2026.05.07	02:30:00	1.17563	1.17575	1.17542	1.17552	347	0	6
2026.05.07	02:45:00	1.17552	1.17576	1.17549	1.17562	374	0	6
2026.05.07	03:00:00	1.17562	1.17564	1.17526	1.17530	446	0	6
2026.05.07	03:15:00	1.17530	1.17551	1.17523	1.17523	353	0	6
2026.05.07	03:30:00	1.17523	1.17528	1.17499	1.17509	265	0	6
2026.05.07	03:45:00	1.17509	1.17510	1.17485	1.17486	336	0	6
2026.05.07	04:00:00	1.17486	1.17507	1.17475	1.17501	345	0	6
2026.05.07	04:15:00	1.17501	1.17526	1.17501	1.17521	225	0	6
2026.05.07	04:30:00	1.17520	1.17533	1.17510	1.17516	294	0	6
2026.05.07	04:45:00	1.17516	1.17523	1.17504	1.17506	363	0	6
2026.05.07	05:00:00	1.17506	1.17531	1.17503	1.17518	396	0	6
2026.05.07	05:15:00	1.17518	1.17521	1.17497	1.17512	509	0	6
2026.05.07	05:30:00	1.17512	1.17532	1.17512	1.17521	394	0	6
2026.05.07	05:45:00	1.17521	1.17535	1.17506	1.17516	411	0	6
2026.05.07	06:00:00	1.17514	1.17524	1.17491	1.17498	589	0	6
2026.05.07	06:15:00	1.17498	1.17516	1.17476	1.17476	577	0	6
2026.05.07	06:30:00	1.17476	1.17561	1.17448	1.17557	1222	0	6
2026.05.07	06:45:00	1.17557	1.17566	1.17447	1.17478	1090	0	6
2026.05.07	07:00:00	1.17478	1.17668	1.17477	1.17666	1700	0	6
2026.05.07	07:15:00	1.17666	1.17683	1.17592	1.17642	1622	0	6
2026.05.07	07:30:00	1.17643	1.17675	1.17613	1.17642	1156	0	6
2026.05.07	07:45:00	1.17642	1.17672	1.17618	1.17666	1129	0	6
2026.05.07	08:00:00	1.17666	1.17672	1.17646	1.17666	1056	0	6
2026.05.07	08:15:00	1.17666	1.17712	1.17627	1.17694	1238	0	6
2026.05.07	08:30:00	1.17694	1.17733	1.17678	1.17696	842	0	6
2026.05.07	08:45:00	1.17696	1.17739	1.17692	1.17715	674	0	6
2026.05.07	09:00:00	1.17715	1.17717	1.17655	1.17681	1032	0	6
2026.05.07	09:15:00	1.17681	1.17696	1.17655	1.17682	787	0	6
2026.05.07	09:30:00	1.17682	1.17769	1.17676	1.17764	800	0	6
2026.05.07	09:45:00	1.17764	1.17780	1.17690	1.17700	844	0	6
2026.05.07	10:00:00	1.17699	1.17758	1.17677	1.17751	833	0	6
2026.05.07	10:15:00	1.17751	1.17758	1.17728	1.17746	859	0	6
2026.05.07	10:30:00	1.17746	1.17754	1.17695	1.17714	651	0	6
2026.05.07	10:45:00	1.17714	1.17723	1.17647	1.17668	979	0	6
2026.05.07	11:00:00	1.17668	1.17683	1.17632	1.17634	944	0	6
2026.05.07	11:15:00	1.17634	1.17664	1.17620	1.17641	863	0	6
2026.05.07	11:30:00	1.17640	1.17676	1.17627	1.17653	787	0	6
2026.05.07	11:45:00	1.17653	1.17699	1.17636	1.17696	769	0	6
2026.05.07	12:00:00	1.17699	1.17720	1.17675	1.17708	876	0	6
2026.05.07	12:15:00	1.17710	1.17731	1.17669	1.17698	1155	0	6
2026.05.07	12:30:00	1.17698	1.17745	1.17689	1.17742	825	0	6
2026.05.07	12:45:00	1.17742	1.17777	1.17723	1.17726	1109	0	6
2026.05.07	13:00:00	1.17726	1.17741	1.17695	1.17724	1318	0	6
2026.05.07	13:15:00	1.17724	1.17768	1.17715	1.17752	987	0	6
2026.05.07	13:30:00	1.17750	1.17753	1.17694	1.17731	1327	0	6
2026.05.07	13:45:00	1.17732	1.17745	1.17663	1.17682	1465	0	6
2026.05.07	14:00:00	1.17682	1.17699	1.17637	1.17687	1458	0	6
2026.05.07	14:15:00	1.17687	1.17729	1.17647	1.17691	1110	0	6
2026.05.07	14:30:00	1.17691	1.17722	1.17673	1.17698	1051	0	6
2026.05.07	14:45:00	1.17698	1.17770	1.17697	1.17755	1409	0	6
2026.05.07	15:00:00	1.17756	1.17777	1.17732	1.17734	1112	0	6
2026.05.07	15:15:00	1.17734	1.17752	1.17628	1.17647	1310	0	6
2026.05.07	15:30:00	1.17647	1.17710	1.17642	1.17681	979	0	6
2026.05.07	15:45:00	1.17681	1.17686	1.17628	1.17634	1079	0	6
2026.05.07	16:00:00	1.17634	1.17657	1.17582	1.17595	1375	0	6
2026.05.07	16:15:00	1.17595	1.17636	1.17561	1.17630	1097	0	6
2026.05.07	16:30:00	1.17630	1.17644	1.17597	1.17602	810	0	6
2026.05.07	16:45:00	1.17602	1.17611	1.17567	1.17601	863	0	6
2026.05.07	17:00:00	1.17603	1.17606	1.17564	1.17592	931	0	6
2026.05.07	17:15:00	1.17591	1.17591	1.17464	1.17469	1806	0	6
2026.05.07	17:30:00	1.17469	1.17492	1.17354	1.17436	2009	0	6
2026.05.07	17:45:00	1.17436	1.17495	1.17431	1.17485	1325	0	6
2026.05.07	18:00:00	1.17485	1.17511	1.17459	1.17480	1068	0	6
2026.05.07	18:15:00	1.17480	1.17511	1.17476	1.17506	776	0	6
2026.05.07	18:30:00	1.17506	1.17518	1.17396	1.17431	1222	0	6
2026.05.07	18:45:00	1.17434	1.17506	1.17401	1.17497	1772	0	6
2026.05.07	19:00:00	1.17497	1.17540	1.17454	1.17487	1073	0	6
2026.05.07	19:15:00	1.17487	1.17499	1.17362	1.17410	1473	0	6
2026.05.07	19:30:00	1.17410	1.17482	1.17409	1.17451	698	0	6
2026.05.07	19:45:00	1.17450	1.17456	1.17332	1.17333	1259	0	6
2026.05.07	20:00:00	1.17335	1.17446	1.17330	1.17383	1059	0	6
2026.05.07	20:15:00	1.17383	1.17384	1.17335	1.17346	437	0	6
2026.05.07	20:30:00	1.17347	1.17353	1.17289	1.17292	867	0	6
2026.05.07	20:45:00	1.17294	1.17298	1.17224	1.17238	572	0	6
2026.05.07	21:00:00	1.17251	1.17277	1.17218	1.17273	76	0	28
2026.05.07	21:15:00	1.17273	1.17295	1.17245	1.17280	102	0	24
2026.05.07	21:30:00	1.17280	1.17280	1.17231	1.17266	217	0	24
2026.05.07	21:45:00	1.17265	1.17268	1.17255	1.17266	95	0	6
2026.05.07	22:00:00	1.17266	1.17283	1.17224	1.17263	359	0	6
2026.05.07	22:15:00	1.17263	1.17313	1.17255	1.17285	522	0	6
2026.05.07	22:30:00	1.17285	1.17295	1.17253	1.17268	313	0	6
2026.05.07	22:45:00	1.17268	1.17272	1.17247	1.17248	174	0	6
2026.05.07	23:00:00	1.17248	1.17258	1.17242	1.17252	132	0	6
2026.05.07	23:15:00	1.17252	1.17273	1.17252	1.17272	69	0	7
2026.05.07	23:30:00	1.17272	1.17283	1.17266	1.17282	170	0	7
2026.05.07	23:45:00	1.17282	1.17312	1.17281	1.17303	244	0	6
2026.05.08	00:00:00	1.17303	1.17344	1.17292	1.17314	834	0	6
2026.05.08	00:15:00	1.17314	1.17316	1.17262	1.17289	762	0	6
2026.05.08	00:30:00	1.17289	1.17310	1.17283	1.17285	533	0	6
2026.05.08	00:45:00	1.17285	1.17297	1.17267	1.17267	532	0	6
2026.05.08	01:00:00	1.17267	1.17317	1.17267	1.17306	695	0	6
2026.05.08	01:15:00	1.17306	1.17334	1.17294	1.17316	683	0	6
2026.05.08	01:30:00	1.17316	1.17329	1.17287	1.17298	347	0	6
2026.05.08	01:45:00	1.17298	1.17325	1.17298	1.17321	297	0	6
2026.05.08	02:00:00	1.17321	1.17323	1.17297	1.17301	334	0	6
2026.05.08	02:15:00	1.17301	1.17318	1.17283	1.17293	325	0	6
2026.05.08	02:30:00	1.17293	1.17300	1.17242	1.17244	574	0	6
2026.05.08	02:45:00	1.17244	1.17299	1.17244	1.17271	421	0	6
2026.05.08	03:00:00	1.17271	1.17292	1.17266	1.17287	285	0	6
2026.05.08	03:15:00	1.17287	1.17295	1.17273	1.17286	222	0	6
2026.05.08	03:30:00	1.17286	1.17330	1.17286	1.17330	372	0	6
2026.05.08	03:45:00	1.17329	1.17335	1.17280	1.17280	347	0	6
2026.05.08	04:00:00	1.17280	1.17303	1.17280	1.17286	480	0	6
2026.05.08	04:15:00	1.17286	1.17298	1.17267	1.17290	288	0	6
2026.05.08	04:30:00	1.17290	1.17329	1.17286	1.17329	267	0	6
2026.05.08	04:45:00	1.17329	1.17356	1.17326	1.17350	399	0	6
2026.05.08	05:00:00	1.17350	1.17365	1.17326	1.17336	398	0	6
2026.05.08	05:15:00	1.17336	1.17361	1.17330	1.17361	263	0	6
2026.05.08	05:30:00	1.17361	1.17384	1.17340	1.17366	481	0	6
2026.05.08	05:45:00	1.17366	1.17384	1.17347	1.17369	391	0	6
2026.05.08	06:00:00	1.17369	1.17460	1.17367	1.17403	883	0	6
2026.05.08	06:15:00	1.17403	1.17473	1.17401	1.17473	671	0	6
2026.05.08	06:30:00	1.17472	1.17480	1.17427	1.17458	611	0	6
2026.05.08	06:45:00	1.17458	1.17476	1.17438	1.17441	618	0	6
2026.05.08	07:00:00	1.17441	1.17477	1.17423	1.17441	1011	0	6
2026.05.08	07:15:00	1.17441	1.17459	1.17421	1.17424	821	0	6
2026.05.08	07:30:00	1.17425	1.17462	1.17421	1.17447	693	0	6
2026.05.08	07:45:00	1.17447	1.17448	1.17415	1.17427	592	0	6
2026.05.08	08:00:00	1.17427	1.17466	1.17418	1.17446	665	0	6
2026.05.08	08:15:00	1.17446	1.17549	1.17445	1.17549	939	0	6
2026.05.08	08:30:00	1.17549	1.17620	1.17547	1.17611	924	0	6
2026.05.08	08:45:00	1.17611	1.17655	1.17579	1.17634	982	0	6
2026.05.08	09:00:00	1.17634	1.17704	1.17630	1.17680	821	0	6
2026.05.08	09:15:00	1.17680	1.17733	1.17677	1.17679	642	0	6
2026.05.08	09:30:00	1.17679	1.17703	1.17673	1.17688	518	0	6
2026.05.08	09:45:00	1.17687	1.17714	1.17663	1.17687	712	0	6
2026.05.08	10:00:00	1.17687	1.17722	1.17680	1.17703	468	0	6
2026.05.08	10:15:00	1.17703	1.17712	1.17685	1.17692	379	0	6
2026.05.08	10:30:00	1.17692	1.17720	1.17668	1.17669	556	0	6
2026.05.08	10:45:00	1.17669	1.17683	1.17610	1.17638	712	0	6
2026.05.08	11:00:00	1.17638	1.17656	1.17617	1.17642	683	0	6
2026.05.08	11:15:00	1.17642	1.17676	1.17639	1.17667	528	0	6
2026.05.08	11:30:00	1.17667	1.17685	1.17646	1.17646	428	0	6
2026.05.08	11:45:00	1.17646	1.17672	1.17632	1.17650	614	0	6
2026.05.08	12:00:00	1.17650	1.17652	1.17591	1.17597	835	0	6
2026.05.08	12:15:00	1.17597	1.17669	1.17594	1.17647	853	0	6
2026.05.08	12:30:00	1.17648	1.17784	1.17558	1.17766	2080	0	6
2026.05.08	12:45:00	1.17767	1.17779	1.17710	1.17739	1450	0	6
2026.05.08	13:00:00	1.17738	1.17747	1.17660	1.17674	1514	0	6
2026.05.08	13:15:00	1.17674	1.17786	1.17662	1.17773	1079	0	6
2026.05.08	13:30:00	1.17773	1.17868	1.17760	1.17817	1502	0	6
2026.05.08	13:45:00	1.17816	1.17843	1.17769	1.17787	1160	0	6
2026.05.08	14:00:00	1.17786	1.17793	1.17669	1.17733	1306	0	6
2026.05.08	14:15:00	1.17732	1.17758	1.17671	1.17674	1119	0	6
2026.05.08	14:30:00	1.17671	1.17756	1.17670	1.17729	1274	0	6
2026.05.08	14:45:00	1.17729	1.17763	1.17726	1.17741	1021	0	6
2026.05.08	15:00:00	1.17741	1.17782	1.17685	1.17698	1352	0	6
2026.05.08	15:15:00	1.17698	1.17726	1.17666	1.17722	1017	0	6
2026.05.08	15:30:00	1.17722	1.17764	1.17679	1.17732	1049	0	6
2026.05.08	15:45:00	1.17733	1.17782	1.17721	1.17725	948	0	6
2026.05.08	16:00:00	1.17724	1.17782	1.17714	1.17746	700	0	6
2026.05.08	16:15:00	1.17746	1.17772	1.17746	1.17762	363	0	6
2026.05.08	16:30:00	1.17763	1.17772	1.17709	1.17721	458	0	6
2026.05.08	16:45:00	1.17721	1.17740	1.17705	1.17709	540	0	6
2026.05.08	17:00:00	1.17709	1.17733	1.17703	1.17710	438	0	6
2026.05.08	17:15:00	1.17710	1.17751	1.17706	1.17739	456	0	6
2026.05.08	17:30:00	1.17739	1.17752	1.17728	1.17741	247	0	6
2026.05.08	17:45:00	1.17741	1.17760	1.17714	1.17721	427	0	6
2026.05.08	18:00:00	1.17721	1.17813	1.17705	1.17799	857	0	6
2026.05.08	18:15:00	1.17799	1.17804	1.17770	1.17781	463	0	6
2026.05.08	18:30:00	1.17781	1.17788	1.17764	1.17782	277	0	6
2026.05.08	18:45:00	1.17782	1.17799	1.17750	1.17782	396	0	6
2026.05.08	19:00:00	1.17782	1.17818	1.17776	1.17811	401	0	6
2026.05.08	19:15:00	1.17811	1.17818	1.17804	1.17815	264	0	6
2026.05.08	19:30:00	1.17815	1.17829	1.17800	1.17820	385	0	6
2026.05.08	19:45:00	1.17820	1.17823	1.17764	1.17799	625	0	6
2026.05.08	20:00:00	1.17799	1.17833	1.17786	1.17831	294	0	6
2026.05.08	20:15:00	1.17831	1.17846	1.17826	1.17835	151	0	6
2026.05.08	20:30:00	1.17835	1.17866	1.17830	1.17858	251	0	6
2026.05.08	20:45:00	1.17858	1.17874	1.17827	1.17832	372	0	6
2026.05.10	21:00:00	1.17498	1.17554	1.17455	1.17521	79	0	24
2026.05.10	21:15:00	1.17521	1.17548	1.17467	1.17547	155	0	12
2026.05.10	21:30:00	1.17547	1.17683	1.17510	1.17677	199	0	7
2026.05.10	21:45:00	1.17682	1.17682	1.17582	1.17610	135	0	11
2026.05.10	22:00:00	1.17610	1.17646	1.17575	1.17609	630	0	6
2026.05.10	22:15:00	1.17610	1.17631	1.17580	1.17630	433	0	6
2026.05.10	22:30:00	1.17625	1.17642	1.17621	1.17637	369	0	6
2026.05.10	22:45:00	1.17637	1.17643	1.17626	1.17636	228	0	6
2026.05.10	23:00:00	1.17636	1.17654	1.17634	1.17642	234	0	6
2026.05.10	23:15:00	1.17641	1.17673	1.17641	1.17667	135	0	6
2026.05.10	23:30:00	1.17667	1.17691	1.17662	1.17691	221	0	6
2026.05.10	23:45:00	1.17691	1.17698	1.17664	1.17668	276	0	6
2026.05.11	00:00:00	1.17669	1.17711	1.17653	1.17678	628	0	6
2026.05.11	00:15:00	1.17678	1.17711	1.17669	1.17703	344	0	6
2026.05.11	00:30:00	1.17703	1.17718	1.17691	1.17692	342	0	6
2026.05.11	00:45:00	1.17692	1.17701	1.17657	1.17696	629	0	6
2026.05.11	01:00:00	1.17696	1.17708	1.17646	1.17677	614	0	6
2026.05.11	01:15:00	1.17677	1.17697	1.17662	1.17687	355	0	6
2026.05.11	01:30:00	1.17687	1.17694	1.17628	1.17648	531	0	6
2026.05.11	01:45:00	1.17648	1.17649	1.17614	1.17626	420	0	6
